plant_id,timestamp,forecast_mw,lower_90,upper_90,model
PLANT_012,2025-04-25 21:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-25 22:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-25 23:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 00:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 01:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 02:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 03:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 04:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 05:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 06:00:00,0.935,0.795,1.076,theta
PLANT_012,2025-04-26 07:00:00,13.632,11.587,15.676,theta
PLANT_012,2025-04-26 08:00:00,26.235,22.3,30.17,theta
PLANT_012,2025-04-26 09:00:00,37.671,32.02,43.322,theta
PLANT_012,2025-04-26 10:00:00,46.117,39.199,53.034,theta
PLANT_012,2025-04-26 11:00:00,51.644,43.897,59.39,theta
PLANT_012,2025-04-26 12:00:00,53.874,45.793,61.956,theta
PLANT_012,2025-04-26 13:00:00,51.866,44.086,59.646,theta
PLANT_012,2025-04-26 14:00:00,46.083,39.17,52.995,theta
PLANT_012,2025-04-26 15:00:00,37.153,31.58,42.726,theta
PLANT_012,2025-04-26 16:00:00,26.68,22.678,30.682,theta
PLANT_012,2025-04-26 17:00:00,13.694,11.64,15.749,theta
PLANT_012,2025-04-26 18:00:00,0.776,0.66,0.892,theta
PLANT_012,2025-04-26 19:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 20:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 21:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 22:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-26 23:00:00,0.011,0.01,0.013,theta
PLANT_012,2025-04-27 00:00:00,0.011,0.01,0.013,theta
PLANT_014,2025-04-24 01:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 02:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 03:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 04:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 05:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 06:00:00,0.249,0.211,0.286,ets
PLANT_014,2025-04-24 07:00:00,7.382,6.275,8.49,ets
PLANT_014,2025-04-24 08:00:00,14.203,12.072,16.333,ets
PLANT_014,2025-04-24 09:00:00,20.301,17.256,23.346,ets
PLANT_014,2025-04-24 10:00:00,25.715,21.857,29.572,ets
PLANT_014,2025-04-24 11:00:00,28.464,24.194,32.734,ets
PLANT_014,2025-04-24 12:00:00,29.604,25.163,34.044,ets
PLANT_014,2025-04-24 13:00:00,28.92,24.582,33.258,ets
PLANT_014,2025-04-24 14:00:00,24.961,21.217,28.705,ets
PLANT_014,2025-04-24 15:00:00,20.991,17.842,24.139,ets
PLANT_014,2025-04-24 16:00:00,14.516,12.338,16.693,ets
PLANT_014,2025-04-24 17:00:00,7.332,6.232,8.432,ets
PLANT_014,2025-04-24 18:00:00,0.31,0.264,0.357,ets
PLANT_014,2025-04-24 19:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 20:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 21:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 22:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-24 23:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 00:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 01:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 02:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 03:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 04:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 05:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 06:00:00,0.246,0.209,0.283,ets
PLANT_014,2025-04-25 07:00:00,7.38,6.273,8.486,ets
PLANT_014,2025-04-25 08:00:00,14.2,12.07,16.33,ets
PLANT_014,2025-04-25 09:00:00,20.299,17.254,23.343,ets
PLANT_014,2025-04-25 10:00:00,25.712,21.855,29.569,ets
PLANT_014,2025-04-25 11:00:00,28.461,24.192,32.731,ets
PLANT_014,2025-04-25 12:00:00,29.601,25.161,34.041,ets
PLANT_014,2025-04-25 13:00:00,28.917,24.579,33.255,ets
PLANT_014,2025-04-25 14:00:00,24.958,21.214,28.702,ets
PLANT_014,2025-04-25 15:00:00,20.988,17.84,24.136,ets
PLANT_014,2025-04-25 16:00:00,14.513,12.336,16.69,ets
PLANT_014,2025-04-25 17:00:00,7.329,6.23,8.429,ets
PLANT_014,2025-04-25 18:00:00,0.307,0.261,0.353,ets
PLANT_014,2025-04-25 19:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 20:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 21:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 22:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-25 23:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 00:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 01:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 02:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 03:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 04:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 05:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 06:00:00,0.243,0.207,0.28,ets
PLANT_014,2025-04-26 07:00:00,7.377,6.27,8.483,ets
PLANT_014,2025-04-26 08:00:00,14.197,12.068,16.327,ets
PLANT_014,2025-04-26 09:00:00,20.296,17.251,23.34,ets
PLANT_014,2025-04-26 10:00:00,25.709,21.853,29.566,ets
PLANT_014,2025-04-26 11:00:00,28.459,24.19,32.727,ets
PLANT_014,2025-04-26 12:00:00,29.598,25.159,34.038,ets
PLANT_014,2025-04-26 13:00:00,28.914,24.577,33.252,ets
PLANT_014,2025-04-26 14:00:00,24.955,21.212,28.699,ets
PLANT_014,2025-04-26 15:00:00,20.985,17.837,24.133,ets
PLANT_014,2025-04-26 16:00:00,14.51,12.334,16.687,ets
PLANT_014,2025-04-26 17:00:00,7.326,6.227,8.425,ets
PLANT_014,2025-04-26 18:00:00,0.305,0.259,0.35,ets
PLANT_014,2025-04-26 19:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 20:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 21:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 22:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-26 23:00:00,0.0,0.0,0.0,ets
PLANT_014,2025-04-27 00:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 01:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 02:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 03:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 04:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 05:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 06:00:00,0.073,0.062,0.084,ets
PLANT_016,2025-04-24 07:00:00,1.811,1.54,2.083,ets
PLANT_016,2025-04-24 08:00:00,3.453,2.935,3.971,ets
PLANT_016,2025-04-24 09:00:00,4.726,4.017,5.435,ets
PLANT_016,2025-04-24 10:00:00,6.083,5.171,6.996,ets
PLANT_016,2025-04-24 11:00:00,6.752,5.74,7.765,ets
PLANT_016,2025-04-24 12:00:00,7.197,6.117,8.276,ets
PLANT_016,2025-04-24 13:00:00,6.698,5.693,7.702,ets
PLANT_016,2025-04-24 14:00:00,6.059,5.15,6.968,ets
PLANT_016,2025-04-24 15:00:00,4.908,4.171,5.644,ets
PLANT_016,2025-04-24 16:00:00,3.508,2.982,4.034,ets
PLANT_016,2025-04-24 17:00:00,1.801,1.531,2.071,ets
PLANT_016,2025-04-24 18:00:00,0.094,0.08,0.108,ets
PLANT_016,2025-04-24 19:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 20:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 21:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 22:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-24 23:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 00:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 01:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 02:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 03:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 04:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 05:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 06:00:00,0.072,0.061,0.083,ets
PLANT_016,2025-04-25 07:00:00,1.811,1.539,2.083,ets
PLANT_016,2025-04-25 08:00:00,3.453,2.935,3.971,ets
PLANT_016,2025-04-25 09:00:00,4.725,4.017,5.434,ets
PLANT_016,2025-04-25 10:00:00,6.083,5.17,6.995,ets
PLANT_016,2025-04-25 11:00:00,6.752,5.739,7.765,ets
PLANT_016,2025-04-25 12:00:00,7.196,6.117,8.275,ets
PLANT_016,2025-04-25 13:00:00,6.697,5.693,7.702,ets
PLANT_016,2025-04-25 14:00:00,6.059,5.15,6.968,ets
PLANT_016,2025-04-25 15:00:00,4.907,4.171,5.643,ets
PLANT_016,2025-04-25 16:00:00,3.508,2.981,4.034,ets
PLANT_016,2025-04-25 17:00:00,1.8,1.53,2.07,ets
PLANT_016,2025-04-25 18:00:00,0.093,0.079,0.107,ets
PLANT_016,2025-04-25 19:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 20:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 21:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 22:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-25 23:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 00:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 01:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 02:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 03:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 04:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 05:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 06:00:00,0.072,0.061,0.082,ets
PLANT_016,2025-04-26 07:00:00,1.81,1.539,2.082,ets
PLANT_016,2025-04-26 08:00:00,3.452,2.934,3.97,ets
PLANT_016,2025-04-26 09:00:00,4.725,4.016,5.434,ets
PLANT_016,2025-04-26 10:00:00,6.082,5.17,6.994,ets
PLANT_016,2025-04-26 11:00:00,6.751,5.739,7.764,ets
PLANT_016,2025-04-26 12:00:00,7.196,6.116,8.275,ets
PLANT_016,2025-04-26 13:00:00,6.697,5.692,7.701,ets
PLANT_016,2025-04-26 14:00:00,6.058,5.15,6.967,ets
PLANT_016,2025-04-26 15:00:00,4.907,4.171,5.642,ets
PLANT_016,2025-04-26 16:00:00,3.507,2.981,4.033,ets
PLANT_016,2025-04-26 17:00:00,1.8,1.53,2.07,ets
PLANT_016,2025-04-26 18:00:00,0.092,0.079,0.106,ets
PLANT_016,2025-04-26 19:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 20:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 21:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 22:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-26 23:00:00,0.0,0.0,0.0,ets
PLANT_016,2025-04-27 00:00:00,0.0,0.0,0.0,ets
PLANT_017,2025-04-24 01:00:00,24.324,15.072,33.577,sarima
PLANT_017,2025-04-24 02:00:00,23.947,14.694,33.2,sarima
PLANT_017,2025-04-24 03:00:00,22.75,13.496,32.004,sarima
PLANT_017,2025-04-24 04:00:00,23.378,14.123,32.633,sarima
PLANT_017,2025-04-24 05:00:00,23.763,14.508,33.019,sarima
PLANT_017,2025-04-24 06:00:00,23.482,14.226,32.738,sarima
PLANT_017,2025-04-24 07:00:00,23.044,13.787,32.301,sarima
PLANT_017,2025-04-24 08:00:00,23.236,13.979,32.494,sarima
PLANT_017,2025-04-24 09:00:00,23.496,14.237,32.754,sarima
PLANT_017,2025-04-24 10:00:00,23.941,14.682,33.2,sarima
PLANT_017,2025-04-24 11:00:00,23.305,14.045,32.565,sarima
PLANT_017,2025-04-24 12:00:00,23.538,14.278,32.798,sarima
PLANT_017,2025-04-24 13:00:00,23.154,13.893,32.415,sarima
PLANT_017,2025-04-24 14:00:00,23.574,14.312,32.835,sarima
PLANT_017,2025-04-24 15:00:00,23.296,14.034,32.559,sarima
PLANT_017,2025-04-24 16:00:00,23.367,14.103,32.63,sarima
PLANT_017,2025-04-24 17:00:00,23.05,13.786,32.314,sarima
PLANT_017,2025-04-24 18:00:00,23.342,14.078,32.607,sarima
PLANT_017,2025-04-24 19:00:00,23.142,13.877,32.407,sarima
PLANT_017,2025-04-24 20:00:00,23.647,14.38,32.913,sarima
PLANT_017,2025-04-24 21:00:00,23.209,13.942,32.476,sarima
PLANT_017,2025-04-24 22:00:00,23.312,14.044,32.579,sarima
PLANT_017,2025-04-24 23:00:00,23.755,14.487,33.023,sarima
PLANT_017,2025-04-25 00:00:00,23.103,13.834,32.372,sarima
PLANT_017,2025-04-25 01:00:00,24.317,15.047,33.587,sarima
PLANT_017,2025-04-25 02:00:00,23.932,14.661,33.203,sarima
PLANT_017,2025-04-25 03:00:00,22.775,13.504,32.047,sarima
PLANT_017,2025-04-25 04:00:00,23.393,14.121,32.666,sarima
PLANT_017,2025-04-25 05:00:00,23.794,14.521,33.067,sarima
PLANT_017,2025-04-25 06:00:00,23.493,14.219,32.766,sarima
PLANT_017,2025-04-25 07:00:00,23.056,13.782,32.33,sarima
PLANT_017,2025-04-25 08:00:00,23.228,13.953,32.503,sarima
PLANT_017,2025-04-25 09:00:00,23.482,14.206,32.758,sarima
PLANT_017,2025-04-25 10:00:00,23.954,14.678,33.231,sarima
PLANT_017,2025-04-25 11:00:00,23.31,14.033,32.587,sarima
PLANT_017,2025-04-25 12:00:00,23.529,14.251,32.807,sarima
PLANT_017,2025-04-25 13:00:00,23.135,13.856,32.413,sarima
PLANT_017,2025-04-25 14:00:00,23.587,14.308,32.867,sarima
PLANT_017,2025-04-25 15:00:00,23.303,14.023,32.584,sarima
PLANT_017,2025-04-25 16:00:00,23.358,14.077,32.639,sarima
PLANT_017,2025-04-25 17:00:00,23.046,13.764,32.327,sarima
PLANT_017,2025-04-25 18:00:00,23.318,14.036,32.6,sarima
PLANT_017,2025-04-25 19:00:00,23.137,13.854,32.42,sarima
PLANT_017,2025-04-25 20:00:00,23.632,14.348,32.915,sarima
PLANT_017,2025-04-25 21:00:00,23.193,13.908,32.477,sarima
PLANT_017,2025-04-25 22:00:00,23.324,14.039,32.609,sarima
PLANT_017,2025-04-25 23:00:00,23.753,14.467,33.039,sarima
PLANT_017,2025-04-26 00:00:00,23.122,13.836,32.408,sarima
PLANT_017,2025-04-26 01:00:00,24.32,15.032,33.608,sarima
PLANT_017,2025-04-26 02:00:00,23.935,14.646,33.224,sarima
PLANT_017,2025-04-26 03:00:00,22.778,13.489,32.068,sarima
PLANT_017,2025-04-26 04:00:00,23.396,14.106,32.686,sarima
PLANT_017,2025-04-26 05:00:00,23.797,14.506,33.088,sarima
PLANT_017,2025-04-26 06:00:00,23.495,14.204,32.787,sarima
PLANT_017,2025-04-26 07:00:00,23.059,13.766,32.351,sarima
PLANT_017,2025-04-26 08:00:00,23.231,13.938,32.524,sarima
PLANT_017,2025-04-26 09:00:00,23.485,14.191,32.779,sarima
PLANT_017,2025-04-26 10:00:00,23.957,14.663,33.251,sarima
PLANT_017,2025-04-26 11:00:00,23.313,14.017,32.608,sarima
PLANT_017,2025-04-26 12:00:00,23.532,14.236,32.828,sarima
PLANT_017,2025-04-26 13:00:00,23.137,13.841,32.434,sarima
PLANT_017,2025-04-26 14:00:00,23.59,14.293,32.887,sarima
PLANT_017,2025-04-26 15:00:00,23.306,14.008,32.604,sarima
PLANT_017,2025-04-26 16:00:00,23.361,14.062,32.66,sarima
PLANT_017,2025-04-26 17:00:00,23.048,13.749,32.348,sarima
PLANT_017,2025-04-26 18:00:00,23.321,14.02,32.621,sarima
PLANT_017,2025-04-26 19:00:00,23.14,13.839,32.441,sarima
PLANT_017,2025-04-26 20:00:00,23.634,14.333,32.936,sarima
PLANT_017,2025-04-26 21:00:00,23.196,13.893,32.498,sarima
PLANT_017,2025-04-26 22:00:00,23.327,14.024,32.63,sarima
PLANT_017,2025-04-26 23:00:00,23.756,14.452,33.06,sarima
PLANT_017,2025-04-27 00:00:00,23.125,13.82,32.429,sarima
PLANT_018,2025-04-24 01:00:00,0.0,0.0,7.441,sarima
PLANT_018,2025-04-24 02:00:00,0.0,0.0,7.456,sarima
PLANT_018,2025-04-24 03:00:00,0.0,0.0,7.465,sarima
PLANT_018,2025-04-24 04:00:00,0.0,0.0,7.47,sarima
PLANT_018,2025-04-24 05:00:00,0.0,0.0,7.473,sarima
PLANT_018,2025-04-24 06:00:00,0.73,0.0,8.207,sarima
PLANT_018,2025-04-24 07:00:00,12.157,4.679,19.634,sarima
PLANT_018,2025-04-24 08:00:00,25.814,18.336,33.292,sarima
PLANT_018,2025-04-24 09:00:00,35.998,28.52,43.476,sarima
PLANT_018,2025-04-24 10:00:00,43.903,36.425,51.381,sarima
PLANT_018,2025-04-24 11:00:00,48.657,41.179,56.135,sarima
PLANT_018,2025-04-24 12:00:00,51.118,43.64,58.596,sarima
PLANT_018,2025-04-24 13:00:00,45.678,38.2,53.156,sarima
PLANT_018,2025-04-24 14:00:00,43.725,36.247,51.203,sarima
PLANT_018,2025-04-24 15:00:00,34.779,27.301,42.257,sarima
PLANT_018,2025-04-24 16:00:00,24.963,17.485,32.441,sarima
PLANT_018,2025-04-24 17:00:00,13.939,6.461,21.417,sarima
PLANT_018,2025-04-24 18:00:00,0.531,0.0,8.009,sarima
PLANT_018,2025-04-24 19:00:00,0.0,0.0,7.478,sarima
PLANT_018,2025-04-24 20:00:00,0.0,0.0,7.478,sarima
PLANT_018,2025-04-24 21:00:00,0.0,0.0,7.478,sarima
PLANT_018,2025-04-24 22:00:00,0.0,0.0,7.478,sarima
PLANT_018,2025-04-24 23:00:00,0.0,0.0,7.478,sarima
PLANT_018,2025-04-25 00:00:00,0.0,0.0,7.478,sarima
PLANT_018,2025-04-25 01:00:00,0.0,0.0,7.498,sarima
PLANT_018,2025-04-25 02:00:00,0.0,0.0,7.498,sarima
PLANT_018,2025-04-25 03:00:00,0.0,0.0,7.498,sarima
PLANT_018,2025-04-25 04:00:00,0.0,0.0,7.498,sarima
PLANT_018,2025-04-25 05:00:00,0.0,0.0,7.498,sarima
PLANT_018,2025-04-25 06:00:00,0.733,0.0,8.232,sarima
PLANT_018,2025-04-25 07:00:00,12.167,4.668,19.665,sarima
PLANT_018,2025-04-25 08:00:00,25.801,18.303,33.3,sarima
PLANT_018,2025-04-25 09:00:00,35.993,28.495,43.492,sarima
PLANT_018,2025-04-25 10:00:00,43.909,36.41,51.407,sarima
PLANT_018,2025-04-25 11:00:00,48.671,41.173,56.17,sarima
PLANT_018,2025-04-25 12:00:00,51.107,43.609,58.606,sarima
PLANT_018,2025-04-25 13:00:00,45.696,38.198,53.195,sarima
PLANT_018,2025-04-25 14:00:00,43.739,36.241,51.238,sarima
PLANT_018,2025-04-25 15:00:00,34.775,27.277,42.274,sarima
PLANT_018,2025-04-25 16:00:00,24.965,17.467,32.464,sarima
PLANT_018,2025-04-25 17:00:00,13.935,6.436,21.433,sarima
PLANT_018,2025-04-25 18:00:00,0.532,0.0,8.031,sarima
PLANT_018,2025-04-25 19:00:00,0.0,0.0,7.499,sarima
PLANT_018,2025-04-25 20:00:00,0.0,0.0,7.499,sarima
PLANT_018,2025-04-25 21:00:00,0.0,0.0,7.499,sarima
PLANT_018,2025-04-25 22:00:00,0.0,0.0,7.499,sarima
PLANT_018,2025-04-25 23:00:00,0.0,0.0,7.499,sarima
PLANT_018,2025-04-26 00:00:00,0.0,0.0,7.499,sarima
PLANT_018,2025-04-26 01:00:00,0.0,0.0,7.517,sarima
PLANT_018,2025-04-26 02:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 03:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 04:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 05:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 06:00:00,0.733,0.0,8.252,sarima
PLANT_018,2025-04-26 07:00:00,12.167,4.649,19.685,sarima
PLANT_018,2025-04-26 08:00:00,25.801,18.283,33.319,sarima
PLANT_018,2025-04-26 09:00:00,35.993,28.475,43.511,sarima
PLANT_018,2025-04-26 10:00:00,43.909,36.39,51.427,sarima
PLANT_018,2025-04-26 11:00:00,48.671,41.153,56.189,sarima
PLANT_018,2025-04-26 12:00:00,51.107,43.589,58.626,sarima
PLANT_018,2025-04-26 13:00:00,45.696,38.178,53.215,sarima
PLANT_018,2025-04-26 14:00:00,43.739,36.221,51.258,sarima
PLANT_018,2025-04-26 15:00:00,34.775,27.257,42.293,sarima
PLANT_018,2025-04-26 16:00:00,24.965,17.447,32.483,sarima
PLANT_018,2025-04-26 17:00:00,13.935,6.416,21.453,sarima
PLANT_018,2025-04-26 18:00:00,0.532,0.0,8.05,sarima
PLANT_018,2025-04-26 19:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 20:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 21:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 22:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-26 23:00:00,0.0,0.0,7.518,sarima
PLANT_018,2025-04-27 00:00:00,0.0,0.0,7.518,sarima
PLANT_019,2025-04-24 01:00:00,6.112,5.195,7.028,ets
PLANT_019,2025-04-24 02:00:00,6.326,5.377,7.275,ets
PLANT_019,2025-04-24 03:00:00,6.099,5.185,7.014,ets
PLANT_019,2025-04-24 04:00:00,6.101,5.186,7.016,ets
PLANT_019,2025-04-24 05:00:00,6.2,5.27,7.13,ets
PLANT_019,2025-04-24 06:00:00,6.328,5.379,7.277,ets
PLANT_019,2025-04-24 07:00:00,9.859,8.38,11.338,ets
PLANT_019,2025-04-24 08:00:00,12.598,10.708,14.487,ets
PLANT_019,2025-04-24 09:00:00,15.245,12.958,17.532,ets
PLANT_019,2025-04-24 10:00:00,17.328,14.729,19.927,ets
PLANT_019,2025-04-24 11:00:00,18.489,15.715,21.262,ets
PLANT_019,2025-04-24 12:00:00,18.466,15.696,21.236,ets
PLANT_019,2025-04-24 13:00:00,18.689,15.886,21.492,ets
PLANT_019,2025-04-24 14:00:00,16.726,14.217,19.235,ets
PLANT_019,2025-04-24 15:00:00,15.071,12.811,17.332,ets
PLANT_019,2025-04-24 16:00:00,12.324,10.475,14.172,ets
PLANT_019,2025-04-24 17:00:00,8.837,7.511,10.162,ets
PLANT_019,2025-04-24 18:00:00,6.499,5.524,7.473,ets
PLANT_019,2025-04-24 19:00:00,6.342,5.39,7.293,ets
PLANT_019,2025-04-24 20:00:00,6.321,5.373,7.27,ets
PLANT_019,2025-04-24 21:00:00,6.274,5.333,7.215,ets
PLANT_019,2025-04-24 22:00:00,6.0,5.1,6.9,ets
PLANT_019,2025-04-24 23:00:00,6.111,5.195,7.028,ets
PLANT_019,2025-04-25 00:00:00,6.296,5.351,7.24,ets
PLANT_019,2025-04-25 01:00:00,6.117,5.199,7.034,ets
PLANT_019,2025-04-25 02:00:00,6.331,5.382,7.281,ets
PLANT_019,2025-04-25 03:00:00,6.104,5.189,7.02,ets
PLANT_019,2025-04-25 04:00:00,6.106,5.19,7.022,ets
PLANT_019,2025-04-25 05:00:00,6.205,5.274,7.136,ets
PLANT_019,2025-04-25 06:00:00,6.333,5.383,7.283,ets
PLANT_019,2025-04-25 07:00:00,9.864,8.385,11.344,ets
PLANT_019,2025-04-25 08:00:00,12.603,10.712,14.493,ets
PLANT_019,2025-04-25 09:00:00,15.25,12.963,17.538,ets
PLANT_019,2025-04-25 10:00:00,17.333,14.733,19.933,ets
PLANT_019,2025-04-25 11:00:00,18.494,15.72,21.268,ets
PLANT_019,2025-04-25 12:00:00,18.471,15.7,21.241,ets
PLANT_019,2025-04-25 13:00:00,18.694,15.89,21.498,ets
PLANT_019,2025-04-25 14:00:00,16.731,14.221,19.24,ets
PLANT_019,2025-04-25 15:00:00,15.076,12.815,17.338,ets
PLANT_019,2025-04-25 16:00:00,12.328,10.479,14.178,ets
PLANT_019,2025-04-25 17:00:00,8.842,7.516,10.168,ets
PLANT_019,2025-04-25 18:00:00,6.503,5.528,7.479,ets
PLANT_019,2025-04-25 19:00:00,6.347,5.395,7.299,ets
PLANT_019,2025-04-25 20:00:00,6.326,5.377,7.275,ets
PLANT_019,2025-04-25 21:00:00,6.279,5.337,7.221,ets
PLANT_019,2025-04-25 22:00:00,6.005,5.104,6.906,ets
PLANT_019,2025-04-25 23:00:00,6.116,5.199,7.034,ets
PLANT_019,2025-04-26 00:00:00,6.301,5.356,7.246,ets
PLANT_019,2025-04-26 01:00:00,6.122,5.203,7.04,ets
PLANT_019,2025-04-26 02:00:00,6.336,5.386,7.287,ets
PLANT_019,2025-04-26 03:00:00,6.109,5.193,7.026,ets
PLANT_019,2025-04-26 04:00:00,6.111,5.194,7.028,ets
PLANT_019,2025-04-26 05:00:00,6.21,5.278,7.141,ets
PLANT_019,2025-04-26 06:00:00,6.338,5.387,7.288,ets
PLANT_019,2025-04-26 07:00:00,9.869,8.389,11.349,ets
PLANT_019,2025-04-26 08:00:00,12.608,10.716,14.499,ets
PLANT_019,2025-04-26 09:00:00,15.255,12.967,17.543,ets
PLANT_019,2025-04-26 10:00:00,17.338,14.737,19.938,ets
PLANT_019,2025-04-26 11:00:00,18.499,15.724,21.273,ets
PLANT_019,2025-04-26 12:00:00,18.476,15.704,21.247,ets
PLANT_019,2025-04-26 13:00:00,18.699,15.894,21.504,ets
PLANT_019,2025-04-26 14:00:00,16.736,14.225,19.246,ets
PLANT_019,2025-04-26 15:00:00,15.081,12.819,17.343,ets
PLANT_019,2025-04-26 16:00:00,12.333,10.483,14.183,ets
PLANT_019,2025-04-26 17:00:00,8.847,7.52,10.174,ets
PLANT_019,2025-04-26 18:00:00,6.508,5.532,7.485,ets
PLANT_019,2025-04-26 19:00:00,6.352,5.399,7.304,ets
PLANT_019,2025-04-26 20:00:00,6.331,5.382,7.281,ets
PLANT_019,2025-04-26 21:00:00,6.284,5.342,7.227,ets
PLANT_019,2025-04-26 22:00:00,6.01,5.108,6.911,ets
PLANT_019,2025-04-26 23:00:00,6.121,5.203,7.04,ets
PLANT_019,2025-04-27 00:00:00,6.306,5.36,7.252,ets
PLANT_020,2025-04-24 01:00:00,0.01,0.008,0.011,theta
PLANT_020,2025-04-24 02:00:00,0.01,0.008,0.011,theta
PLANT_020,2025-04-24 03:00:00,0.01,0.008,0.011,theta
PLANT_020,2025-04-24 04:00:00,0.01,0.008,0.011,theta
PLANT_020,2025-04-24 05:00:00,0.01,0.008,0.011,theta
PLANT_020,2025-04-24 06:00:00,1.428,1.214,1.643,theta
PLANT_020,2025-04-24 07:00:00,20.426,17.362,23.489,theta
