plant_id,timestamp,curtailment_mw_forecast,curtail_probability,curtail_amount_given_event
PLANT_007,2025-04-24 04:00:00,0.122,0.08,1.521
PLANT_007,2025-04-24 05:00:00,0.122,0.08,1.521
PLANT_007,2025-04-24 06:00:00,0.079,0.052,1.521
PLANT_007,2025-04-24 07:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 08:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 09:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 10:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 11:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 12:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 13:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 14:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 15:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 16:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 17:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 18:00:00,0.073,0.047,1.537
PLANT_007,2025-04-24 19:00:00,0.118,0.078,1.521
PLANT_007,2025-04-24 20:00:00,0.122,0.08,1.521
PLANT_007,2025-04-24 21:00:00,0.122,0.08,1.521
PLANT_007,2025-04-24 22:00:00,0.122,0.08,1.521
PLANT_007,2025-04-24 23:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 00:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 01:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 02:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 03:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 04:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 05:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 06:00:00,0.079,0.052,1.521
PLANT_007,2025-04-25 07:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 08:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 09:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 10:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 11:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 12:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 13:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 14:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 15:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 16:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 17:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 18:00:00,0.072,0.047,1.521
PLANT_007,2025-04-25 19:00:00,0.118,0.078,1.521
PLANT_007,2025-04-25 20:00:00,0.151,0.098,1.537
PLANT_007,2025-04-25 21:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 22:00:00,0.122,0.08,1.521
PLANT_007,2025-04-25 23:00:00,0.122,0.08,1.521
PLANT_007,2025-04-26 00:00:00,0.123,0.08,1.541
PLANT_007,2025-04-26 01:00:00,0.123,0.08,1.541
PLANT_007,2025-04-26 02:00:00,0.126,0.08,1.57
PLANT_007,2025-04-26 03:00:00,0.126,0.08,1.57
PLANT_007,2025-04-26 04:00:00,0.126,0.08,1.57
PLANT_007,2025-04-26 05:00:00,0.126,0.08,1.57
PLANT_007,2025-04-26 06:00:00,0.074,0.047,1.57
PLANT_007,2025-04-26 07:00:00,0.122,0.078,1.57
PLANT_007,2025-04-26 08:00:00,0.122,0.078,1.57
PLANT_007,2025-04-26 09:00:00,0.122,0.078,1.57
PLANT_007,2025-04-26 10:00:00,0.122,0.078,1.57
PLANT_007,2025-04-26 11:00:00,0.122,0.078,1.57
PLANT_007,2025-04-26 12:00:00,0.12,0.078,1.541
PLANT_007,2025-04-26 13:00:00,0.12,0.078,1.541
PLANT_007,2025-04-26 14:00:00,0.12,0.078,1.541
PLANT_007,2025-04-26 15:00:00,0.12,0.078,1.541
PLANT_007,2025-04-26 16:00:00,0.12,0.078,1.541
PLANT_007,2025-04-26 17:00:00,0.12,0.078,1.541
PLANT_007,2025-04-26 18:00:00,0.073,0.047,1.541
PLANT_007,2025-04-26 19:00:00,0.12,0.078,1.541
PLANT_007,2025-04-26 20:00:00,0.123,0.08,1.541
PLANT_007,2025-04-26 21:00:00,0.123,0.08,1.541
PLANT_007,2025-04-26 22:00:00,0.123,0.08,1.541
PLANT_007,2025-04-26 23:00:00,0.123,0.08,1.537
PLANT_007,2025-04-27 00:00:00,0.123,0.08,1.541
PLANT_008,2025-04-24 01:00:00,0.086,0.08,1.082
PLANT_008,2025-04-24 02:00:00,0.088,0.08,1.107
PLANT_008,2025-04-24 03:00:00,0.079,0.08,0.987
PLANT_008,2025-04-24 04:00:00,0.086,0.08,1.078
PLANT_008,2025-04-24 05:00:00,0.094,0.08,1.181
PLANT_008,2025-04-24 06:00:00,0.053,0.05,1.062
PLANT_008,2025-04-24 07:00:00,0.029,0.051,0.562
PLANT_008,2025-04-24 08:00:00,0.034,0.055,0.621
PLANT_008,2025-04-24 09:00:00,0.034,0.048,0.705
PLANT_008,2025-04-24 10:00:00,0.041,0.059,0.697
PLANT_008,2025-04-24 11:00:00,0.056,0.058,0.966
PLANT_008,2025-04-24 12:00:00,0.051,0.058,0.884
PLANT_008,2025-04-24 13:00:00,0.052,0.058,0.886
PLANT_008,2025-04-24 14:00:00,0.037,0.059,0.62
PLANT_008,2025-04-24 15:00:00,0.048,0.078,0.615
PLANT_008,2025-04-24 16:00:00,0.035,0.055,0.644
PLANT_008,2025-04-24 17:00:00,0.029,0.051,0.556
PLANT_008,2025-04-24 18:00:00,0.057,0.05,1.13
PLANT_008,2025-04-24 19:00:00,0.075,0.08,0.939
PLANT_008,2025-04-24 20:00:00,0.065,0.08,0.813
PLANT_008,2025-04-24 21:00:00,0.061,0.08,0.768
PLANT_008,2025-04-24 22:00:00,0.066,0.08,0.823
PLANT_008,2025-04-24 23:00:00,0.068,0.08,0.848
PLANT_008,2025-04-25 00:00:00,0.092,0.08,1.154
PLANT_008,2025-04-25 01:00:00,0.097,0.08,1.215
PLANT_008,2025-04-25 02:00:00,0.102,0.08,1.276
PLANT_008,2025-04-25 03:00:00,0.09,0.08,1.133
PLANT_008,2025-04-25 04:00:00,0.097,0.08,1.221
PLANT_008,2025-04-25 05:00:00,0.112,0.08,1.406
PLANT_008,2025-04-25 06:00:00,0.061,0.05,1.225
PLANT_008,2025-04-25 07:00:00,0.034,0.051,0.67
PLANT_008,2025-04-25 08:00:00,0.039,0.055,0.716
PLANT_008,2025-04-25 09:00:00,0.037,0.048,0.779
PLANT_008,2025-04-25 10:00:00,0.045,0.059,0.76
PLANT_008,2025-04-25 11:00:00,0.06,0.058,1.03
PLANT_008,2025-04-25 12:00:00,0.051,0.058,0.884
PLANT_008,2025-04-25 13:00:00,0.052,0.058,0.886
PLANT_008,2025-04-25 14:00:00,0.037,0.059,0.62
PLANT_008,2025-04-25 15:00:00,0.054,0.078,0.684
PLANT_008,2025-04-25 16:00:00,0.035,0.055,0.632
PLANT_008,2025-04-25 17:00:00,0.028,0.051,0.55
PLANT_008,2025-04-25 18:00:00,0.06,0.05,1.201
PLANT_008,2025-04-25 19:00:00,0.082,0.08,1.026
PLANT_008,2025-04-25 20:00:00,0.073,0.08,0.918
PLANT_008,2025-04-25 21:00:00,0.069,0.08,0.863
PLANT_008,2025-04-25 22:00:00,0.076,0.08,0.95
PLANT_008,2025-04-25 23:00:00,0.07,0.08,0.877
PLANT_008,2025-04-26 00:00:00,0.075,0.08,0.939
PLANT_008,2025-04-26 01:00:00,0.08,0.08,1.0
PLANT_008,2025-04-26 02:00:00,0.08,0.08,1.008
PLANT_008,2025-04-26 03:00:00,0.066,0.08,0.832
PLANT_008,2025-04-26 04:00:00,0.073,0.08,0.912
PLANT_008,2025-04-26 05:00:00,0.087,0.08,1.097
PLANT_008,2025-04-26 06:00:00,0.046,0.05,0.926
PLANT_008,2025-04-26 07:00:00,0.027,0.051,0.517
PLANT_008,2025-04-26 08:00:00,0.031,0.055,0.564
PLANT_008,2025-04-26 09:00:00,0.032,0.048,0.682
PLANT_008,2025-04-26 10:00:00,0.041,0.059,0.685
PLANT_008,2025-04-26 11:00:00,0.056,0.058,0.955
PLANT_008,2025-04-26 12:00:00,0.05,0.058,0.859
PLANT_008,2025-04-26 13:00:00,0.05,0.058,0.861
PLANT_008,2025-04-26 14:00:00,0.035,0.059,0.596
PLANT_008,2025-04-26 15:00:00,0.051,0.078,0.655
PLANT_008,2025-04-26 16:00:00,0.032,0.055,0.585
PLANT_008,2025-04-26 17:00:00,0.026,0.051,0.506
PLANT_008,2025-04-26 18:00:00,0.052,0.05,1.033
PLANT_008,2025-04-26 19:00:00,0.064,0.08,0.809
PLANT_008,2025-04-26 20:00:00,0.056,0.08,0.7
PLANT_008,2025-04-26 21:00:00,0.053,0.08,0.672
PLANT_008,2025-04-26 22:00:00,0.07,0.08,0.883
PLANT_008,2025-04-26 23:00:00,0.06,0.08,0.758
PLANT_008,2025-04-27 00:00:00,0.077,0.08,0.97
PLANT_009,2025-04-24 01:00:00,0.111,0.069,1.607
PLANT_009,2025-04-24 02:00:00,0.114,0.069,1.648
PLANT_009,2025-04-24 03:00:00,0.114,0.069,1.642
PLANT_009,2025-04-24 04:00:00,0.122,0.069,1.763
PLANT_009,2025-04-24 05:00:00,0.122,0.069,1.763
PLANT_009,2025-04-24 06:00:00,0.122,0.069,1.763
PLANT_009,2025-04-24 07:00:00,0.121,0.069,1.753
PLANT_009,2025-04-24 08:00:00,0.122,0.069,1.764
PLANT_009,2025-04-24 09:00:00,0.116,0.069,1.682
PLANT_009,2025-04-24 10:00:00,0.113,0.069,1.631
PLANT_009,2025-04-24 11:00:00,0.111,0.069,1.609
PLANT_009,2025-04-24 12:00:00,0.111,0.069,1.609
PLANT_009,2025-04-24 13:00:00,0.111,0.069,1.609
PLANT_009,2025-04-24 14:00:00,0.111,0.069,1.609
PLANT_009,2025-04-24 15:00:00,0.112,0.069,1.613
PLANT_009,2025-04-24 16:00:00,0.114,0.068,1.667
PLANT_009,2025-04-24 17:00:00,0.112,0.068,1.648
PLANT_009,2025-04-24 18:00:00,0.111,0.068,1.636
PLANT_009,2025-04-24 19:00:00,0.11,0.068,1.62
PLANT_009,2025-04-24 20:00:00,0.113,0.068,1.655
PLANT_009,2025-04-24 21:00:00,0.102,0.068,1.5
PLANT_009,2025-04-24 22:00:00,0.105,0.069,1.515
PLANT_009,2025-04-24 23:00:00,0.107,0.069,1.538
PLANT_009,2025-04-25 00:00:00,0.111,0.069,1.607
PLANT_009,2025-04-25 01:00:00,0.111,0.069,1.607
PLANT_009,2025-04-25 02:00:00,0.114,0.069,1.648
PLANT_009,2025-04-25 03:00:00,0.114,0.069,1.642
PLANT_009,2025-04-25 04:00:00,0.122,0.069,1.763
PLANT_009,2025-04-25 05:00:00,0.122,0.069,1.763
PLANT_009,2025-04-25 06:00:00,0.122,0.069,1.763
PLANT_009,2025-04-25 07:00:00,0.121,0.069,1.753
PLANT_009,2025-04-25 08:00:00,0.122,0.069,1.764
PLANT_009,2025-04-25 09:00:00,0.116,0.069,1.682
PLANT_009,2025-04-25 10:00:00,0.113,0.069,1.631
PLANT_009,2025-04-25 11:00:00,0.111,0.069,1.609
PLANT_009,2025-04-25 12:00:00,0.111,0.069,1.609
PLANT_009,2025-04-25 13:00:00,0.074,0.046,1.605
PLANT_009,2025-04-25 14:00:00,0.111,0.069,1.609
PLANT_009,2025-04-25 15:00:00,0.071,0.046,1.543
PLANT_009,2025-04-25 16:00:00,0.114,0.068,1.667
PLANT_009,2025-04-25 17:00:00,0.112,0.068,1.648
PLANT_009,2025-04-25 18:00:00,0.111,0.068,1.636
PLANT_009,2025-04-25 19:00:00,0.11,0.068,1.62
PLANT_009,2025-04-25 20:00:00,0.113,0.068,1.655
PLANT_009,2025-04-25 21:00:00,0.102,0.068,1.5
PLANT_009,2025-04-25 22:00:00,0.105,0.069,1.515
PLANT_009,2025-04-25 23:00:00,0.107,0.069,1.538
PLANT_009,2025-04-26 00:00:00,0.073,0.046,1.581
PLANT_009,2025-04-26 01:00:00,0.113,0.069,1.626
PLANT_009,2025-04-26 02:00:00,0.113,0.069,1.63
PLANT_009,2025-04-26 03:00:00,0.112,0.069,1.624
PLANT_009,2025-04-26 04:00:00,0.121,0.069,1.745
PLANT_009,2025-04-26 05:00:00,0.121,0.069,1.745
PLANT_009,2025-04-26 06:00:00,0.121,0.069,1.745
PLANT_009,2025-04-26 07:00:00,0.119,0.069,1.72
PLANT_009,2025-04-26 08:00:00,0.12,0.069,1.732
PLANT_009,2025-04-26 09:00:00,0.114,0.069,1.649
PLANT_009,2025-04-26 10:00:00,0.111,0.069,1.599
PLANT_009,2025-04-26 11:00:00,0.112,0.069,1.621
PLANT_009,2025-04-26 12:00:00,0.112,0.069,1.621
PLANT_009,2025-04-26 13:00:00,0.112,0.069,1.621
PLANT_009,2025-04-26 14:00:00,0.112,0.069,1.621
PLANT_009,2025-04-26 15:00:00,0.113,0.069,1.625
PLANT_009,2025-04-26 16:00:00,0.114,0.068,1.679
PLANT_009,2025-04-26 17:00:00,0.114,0.068,1.679
PLANT_009,2025-04-26 18:00:00,0.113,0.068,1.664
PLANT_009,2025-04-26 19:00:00,0.111,0.068,1.629
PLANT_009,2025-04-26 20:00:00,0.113,0.068,1.664
PLANT_009,2025-04-26 21:00:00,0.104,0.068,1.527
PLANT_009,2025-04-26 22:00:00,0.107,0.069,1.543
PLANT_009,2025-04-26 23:00:00,0.108,0.069,1.565
PLANT_009,2025-04-27 00:00:00,0.113,0.069,1.626
PLANT_010,2025-04-24 01:00:00,0.116,0.079,1.471
PLANT_010,2025-04-24 02:00:00,0.116,0.079,1.471
PLANT_010,2025-04-24 03:00:00,0.123,0.079,1.568
PLANT_010,2025-04-24 04:00:00,0.124,0.079,1.581
PLANT_010,2025-04-24 05:00:00,0.124,0.079,1.581
PLANT_010,2025-04-24 06:00:00,0.124,0.079,1.581
PLANT_010,2025-04-24 07:00:00,0.124,0.079,1.581
PLANT_010,2025-04-24 08:00:00,0.12,0.079,1.531
PLANT_010,2025-04-24 09:00:00,0.12,0.079,1.531
PLANT_010,2025-04-24 10:00:00,0.122,0.079,1.556
PLANT_010,2025-04-24 11:00:00,0.122,0.079,1.556
PLANT_010,2025-04-24 12:00:00,0.073,0.047,1.556
PLANT_010,2025-04-24 13:00:00,0.074,0.047,1.577
PLANT_010,2025-04-24 14:00:00,0.076,0.047,1.624
PLANT_010,2025-04-24 15:00:00,0.07,0.047,1.502
PLANT_010,2025-04-24 16:00:00,0.072,0.047,1.544
PLANT_010,2025-04-24 17:00:00,0.15,0.093,1.621
PLANT_010,2025-04-24 18:00:00,0.15,0.093,1.621
PLANT_010,2025-04-24 19:00:00,0.076,0.047,1.621
PLANT_010,2025-04-24 20:00:00,0.076,0.047,1.621
PLANT_010,2025-04-24 21:00:00,0.073,0.047,1.566
PLANT_010,2025-04-24 22:00:00,0.073,0.047,1.566
PLANT_010,2025-04-24 23:00:00,0.138,0.091,1.519
PLANT_010,2025-04-25 00:00:00,0.122,0.081,1.511
PLANT_010,2025-04-25 01:00:00,0.116,0.079,1.471
PLANT_010,2025-04-25 02:00:00,0.116,0.079,1.471
PLANT_010,2025-04-25 03:00:00,0.123,0.079,1.568
PLANT_010,2025-04-25 04:00:00,0.124,0.079,1.581
PLANT_010,2025-04-25 05:00:00,0.124,0.079,1.581
PLANT_010,2025-04-25 06:00:00,0.124,0.079,1.581
PLANT_010,2025-04-25 07:00:00,0.124,0.079,1.581
PLANT_010,2025-04-25 08:00:00,0.12,0.079,1.531
PLANT_010,2025-04-25 09:00:00,0.12,0.079,1.531
PLANT_010,2025-04-25 10:00:00,0.122,0.079,1.556
PLANT_010,2025-04-25 11:00:00,0.122,0.079,1.556
PLANT_010,2025-04-25 12:00:00,0.125,0.081,1.556
PLANT_010,2025-04-25 13:00:00,0.126,0.081,1.568
PLANT_010,2025-04-25 14:00:00,0.13,0.081,1.615
PLANT_010,2025-04-25 15:00:00,0.12,0.081,1.494
PLANT_010,2025-04-25 16:00:00,0.124,0.081,1.535
PLANT_010,2025-04-25 17:00:00,0.13,0.081,1.612
PLANT_010,2025-04-25 18:00:00,0.13,0.081,1.612
PLANT_010,2025-04-25 19:00:00,0.13,0.081,1.612
PLANT_010,2025-04-25 20:00:00,0.13,0.081,1.612
PLANT_010,2025-04-25 21:00:00,0.125,0.081,1.558
PLANT_010,2025-04-25 22:00:00,0.125,0.081,1.558
PLANT_010,2025-04-25 23:00:00,0.122,0.081,1.511
PLANT_010,2025-04-26 00:00:00,0.122,0.081,1.511
PLANT_010,2025-04-26 01:00:00,0.116,0.079,1.471
PLANT_010,2025-04-26 02:00:00,0.116,0.079,1.471
PLANT_010,2025-04-26 03:00:00,0.123,0.079,1.568
PLANT_010,2025-04-26 04:00:00,0.124,0.079,1.581
PLANT_010,2025-04-26 05:00:00,0.124,0.079,1.581
PLANT_010,2025-04-26 06:00:00,0.124,0.079,1.581
PLANT_010,2025-04-26 07:00:00,0.124,0.079,1.581
PLANT_010,2025-04-26 08:00:00,0.12,0.079,1.531
PLANT_010,2025-04-26 09:00:00,0.12,0.079,1.531
PLANT_010,2025-04-26 10:00:00,0.122,0.079,1.556
PLANT_010,2025-04-26 11:00:00,0.122,0.079,1.556
PLANT_010,2025-04-26 12:00:00,0.125,0.081,1.556
PLANT_010,2025-04-26 13:00:00,0.126,0.081,1.568
PLANT_010,2025-04-26 14:00:00,0.13,0.081,1.615
PLANT_010,2025-04-26 15:00:00,0.12,0.081,1.494
PLANT_010,2025-04-26 16:00:00,0.124,0.081,1.535
PLANT_010,2025-04-26 17:00:00,0.13,0.081,1.612
PLANT_010,2025-04-26 18:00:00,0.13,0.081,1.612
PLANT_010,2025-04-26 19:00:00,0.13,0.081,1.612
PLANT_010,2025-04-26 20:00:00,0.13,0.081,1.612
PLANT_010,2025-04-26 21:00:00,0.125,0.081,1.558
PLANT_010,2025-04-26 22:00:00,0.125,0.081,1.558
PLANT_010,2025-04-26 23:00:00,0.122,0.081,1.511
PLANT_010,2025-04-27 00:00:00,0.122,0.081,1.511
PLANT_011,2025-04-24 01:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 02:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 03:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 04:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 05:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 06:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 07:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 08:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 09:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 10:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 11:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 12:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 13:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 14:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 15:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 16:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 17:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 18:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 19:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 20:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 21:00:00,0.124,0.079,1.568
PLANT_011,2025-04-24 22:00:00,0.161,0.103,1.568
PLANT_011,2025-04-24 23:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 00:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 01:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 02:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 03:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 04:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 05:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 06:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 07:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 08:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 09:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 10:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 11:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 12:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 13:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 14:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 15:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 16:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 17:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 18:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 19:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 20:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 21:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 22:00:00,0.124,0.079,1.568
PLANT_011,2025-04-25 23:00:00,0.124,0.079,1.568
PLANT_011,2025-04-26 00:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 01:00:00,0.16,0.103,1.56
PLANT_011,2025-04-26 02:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 03:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 04:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 05:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 06:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 07:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 08:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 09:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 10:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 11:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 12:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 13:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 14:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 15:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 16:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 17:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 18:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 19:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 20:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 21:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 22:00:00,0.124,0.079,1.56
PLANT_011,2025-04-26 23:00:00,0.124,0.079,1.56
PLANT_011,2025-04-27 00:00:00,0.124,0.079,1.56
PLANT_012,2025-04-24 01:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 02:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 03:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 04:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 05:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 06:00:00,0.099,0.067,1.484
PLANT_012,2025-04-24 07:00:00,0.119,0.08,1.484
PLANT_012,2025-04-24 08:00:00,0.07,0.047,1.484
PLANT_012,2025-04-24 09:00:00,0.072,0.047,1.532
PLANT_012,2025-04-24 10:00:00,0.12,0.078,1.532
PLANT_012,2025-04-24 11:00:00,0.125,0.078,1.598
PLANT_012,2025-04-24 12:00:00,0.125,0.078,1.598
PLANT_012,2025-04-24 13:00:00,0.125,0.078,1.598
PLANT_012,2025-04-24 14:00:00,0.125,0.078,1.598
PLANT_012,2025-04-24 15:00:00,0.075,0.047,1.598
PLANT_012,2025-04-24 16:00:00,0.075,0.047,1.598
PLANT_012,2025-04-24 17:00:00,0.118,0.08,1.465
PLANT_012,2025-04-24 18:00:00,0.098,0.067,1.465
PLANT_012,2025-04-24 19:00:00,0.072,0.047,1.53
PLANT_012,2025-04-24 20:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 21:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 22:00:00,0.074,0.047,1.568
PLANT_012,2025-04-24 23:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 00:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 01:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 02:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 03:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 04:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 05:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 06:00:00,0.099,0.067,1.484
PLANT_012,2025-04-25 07:00:00,0.119,0.08,1.484
PLANT_012,2025-04-25 08:00:00,0.07,0.047,1.484
PLANT_012,2025-04-25 09:00:00,0.072,0.047,1.532
PLANT_012,2025-04-25 10:00:00,0.12,0.078,1.532
PLANT_012,2025-04-25 11:00:00,0.125,0.078,1.598
PLANT_012,2025-04-25 12:00:00,0.125,0.078,1.598
PLANT_012,2025-04-25 13:00:00,0.125,0.078,1.598
PLANT_012,2025-04-25 14:00:00,0.125,0.078,1.598
PLANT_012,2025-04-25 15:00:00,0.075,0.047,1.598
PLANT_012,2025-04-25 16:00:00,0.075,0.047,1.598
PLANT_012,2025-04-25 17:00:00,0.118,0.08,1.465
PLANT_012,2025-04-25 18:00:00,0.098,0.067,1.465
PLANT_012,2025-04-25 19:00:00,0.072,0.047,1.53
PLANT_012,2025-04-25 20:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 21:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 22:00:00,0.074,0.047,1.568
PLANT_012,2025-04-25 23:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 00:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 01:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 02:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 03:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 04:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 05:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 06:00:00,0.099,0.067,1.484
PLANT_012,2025-04-26 07:00:00,0.119,0.08,1.484
PLANT_012,2025-04-26 08:00:00,0.07,0.047,1.484
PLANT_012,2025-04-26 09:00:00,0.072,0.047,1.532
PLANT_012,2025-04-26 10:00:00,0.12,0.078,1.532
PLANT_012,2025-04-26 11:00:00,0.125,0.078,1.598
PLANT_012,2025-04-26 12:00:00,0.125,0.078,1.598
PLANT_012,2025-04-26 13:00:00,0.125,0.078,1.598
PLANT_012,2025-04-26 14:00:00,0.125,0.078,1.598
PLANT_012,2025-04-26 15:00:00,0.075,0.047,1.598
PLANT_012,2025-04-26 16:00:00,0.075,0.047,1.598
PLANT_012,2025-04-26 17:00:00,0.118,0.08,1.465
PLANT_012,2025-04-26 18:00:00,0.098,0.067,1.465
PLANT_012,2025-04-26 19:00:00,0.072,0.047,1.53
PLANT_012,2025-04-26 20:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 21:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 22:00:00,0.074,0.047,1.568
PLANT_012,2025-04-26 23:00:00,0.074,0.047,1.568
PLANT_012,2025-04-27 00:00:00,0.079,0.047,1.673
PLANT_014,2025-04-24 01:00:00,0.161,0.081,1.987
PLANT_014,2025-04-24 02:00:00,0.153,0.081,1.887
PLANT_014,2025-04-24 03:00:00,0.157,0.081,1.928
PLANT_014,2025-04-24 04:00:00,0.142,0.081,1.742
PLANT_014,2025-04-24 05:00:00,0.091,0.081,1.12
PLANT_014,2025-04-24 06:00:00,0.057,0.081,0.705
PLANT_014,2025-04-24 07:00:00,0.09,0.081,1.104
