plant_id,timestamp,availability_forecast,lower_90,upper_90,method
PLANT_011,2025-04-26 03:00:00,100.69,95.74,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 04:00:00,100.69,95.75,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 05:00:00,100.69,95.75,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 06:00:00,100.69,95.75,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 07:00:00,100.69,95.74,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 08:00:00,100.69,95.75,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 09:00:00,100.69,95.75,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 10:00:00,100.69,95.74,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 11:00:00,100.69,95.75,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 12:00:00,100.69,95.74,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 13:00:00,100.69,95.75,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 14:00:00,100.69,95.75,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 15:00:00,100.69,95.73,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 16:00:00,100.69,95.74,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 17:00:00,100.69,95.75,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 18:00:00,100.69,95.74,95.95,blend_prophet_baseline
PLANT_011,2025-04-26 19:00:00,100.69,95.74,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 20:00:00,100.69,95.74,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 21:00:00,100.69,95.74,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 22:00:00,100.69,95.74,95.94,blend_prophet_baseline
PLANT_011,2025-04-26 23:00:00,100.69,95.74,95.94,blend_prophet_baseline
PLANT_011,2025-04-27 00:00:00,100.69,95.74,95.94,blend_prophet_baseline
PLANT_012,2025-04-24 01:00:00,97.23,88.36,94.2,blend_prophet_baseline
PLANT_012,2025-04-24 02:00:00,97.24,88.8,94.34,blend_prophet_baseline
PLANT_012,2025-04-24 03:00:00,97.24,88.73,94.38,blend_prophet_baseline
PLANT_012,2025-04-24 04:00:00,97.25,88.61,94.2,blend_prophet_baseline
PLANT_012,2025-04-24 05:00:00,97.25,88.5,94.24,blend_prophet_baseline
PLANT_012,2025-04-24 06:00:00,97.26,88.58,94.59,blend_prophet_baseline
PLANT_012,2025-04-24 07:00:00,97.26,88.64,94.25,blend_prophet_baseline
PLANT_012,2025-04-24 08:00:00,97.27,88.37,94.34,blend_prophet_baseline
PLANT_012,2025-04-24 09:00:00,97.27,88.56,94.27,blend_prophet_baseline
PLANT_012,2025-04-24 10:00:00,97.27,88.51,94.41,blend_prophet_baseline
PLANT_012,2025-04-24 11:00:00,97.28,88.43,94.38,blend_prophet_baseline
PLANT_012,2025-04-24 12:00:00,97.28,88.49,94.48,blend_prophet_baseline
PLANT_012,2025-04-24 13:00:00,97.28,88.34,94.27,blend_prophet_baseline
PLANT_012,2025-04-24 14:00:00,97.28,88.59,94.44,blend_prophet_baseline
PLANT_012,2025-04-24 15:00:00,97.28,88.68,94.35,blend_prophet_baseline
PLANT_012,2025-04-24 16:00:00,97.28,88.67,94.36,blend_prophet_baseline
PLANT_012,2025-04-24 17:00:00,97.28,88.48,94.32,blend_prophet_baseline
PLANT_012,2025-04-24 18:00:00,97.28,88.72,94.34,blend_prophet_baseline
PLANT_012,2025-04-24 19:00:00,97.28,88.57,94.34,blend_prophet_baseline
PLANT_012,2025-04-24 20:00:00,97.28,88.27,94.27,blend_prophet_baseline
PLANT_012,2025-04-24 21:00:00,97.27,88.54,94.4,blend_prophet_baseline
PLANT_012,2025-04-24 22:00:00,97.27,88.34,94.06,blend_prophet_baseline
PLANT_012,2025-04-24 23:00:00,97.26,88.4,94.35,blend_prophet_baseline
PLANT_012,2025-04-25 00:00:00,97.26,88.5,94.19,blend_prophet_baseline
PLANT_012,2025-04-25 01:00:00,97.25,88.53,94.3,blend_prophet_baseline
PLANT_012,2025-04-25 02:00:00,97.25,88.52,94.37,blend_prophet_baseline
PLANT_012,2025-04-25 03:00:00,97.24,88.62,94.22,blend_prophet_baseline
PLANT_012,2025-04-25 04:00:00,97.24,88.42,93.94,blend_prophet_baseline
PLANT_012,2025-04-25 05:00:00,97.23,88.37,94.41,blend_prophet_baseline
PLANT_012,2025-04-25 06:00:00,97.22,88.5,94.22,blend_prophet_baseline
PLANT_012,2025-04-25 07:00:00,97.21,88.39,94.19,blend_prophet_baseline
PLANT_012,2025-04-25 08:00:00,97.21,88.41,94.19,blend_prophet_baseline
PLANT_012,2025-04-25 09:00:00,97.2,88.37,94.25,blend_prophet_baseline
PLANT_012,2025-04-25 10:00:00,97.19,88.46,94.33,blend_prophet_baseline
PLANT_012,2025-04-25 11:00:00,97.18,88.17,93.99,blend_prophet_baseline
PLANT_012,2025-04-25 12:00:00,97.18,88.32,94.18,blend_prophet_baseline
PLANT_012,2025-04-25 13:00:00,97.17,88.5,94.12,blend_prophet_baseline
PLANT_012,2025-04-25 14:00:00,97.16,88.43,94.27,blend_prophet_baseline
PLANT_012,2025-04-25 15:00:00,97.16,88.45,94.09,blend_prophet_baseline
PLANT_012,2025-04-25 16:00:00,97.15,88.39,94.06,blend_prophet_baseline
PLANT_012,2025-04-25 17:00:00,97.14,88.46,94.0,blend_prophet_baseline
PLANT_012,2025-04-25 18:00:00,97.14,88.58,94.18,blend_prophet_baseline
PLANT_012,2025-04-25 19:00:00,97.13,88.3,94.0,blend_prophet_baseline
PLANT_012,2025-04-25 20:00:00,97.12,88.47,93.91,blend_prophet_baseline
PLANT_012,2025-04-25 21:00:00,97.12,88.29,93.93,blend_prophet_baseline
PLANT_012,2025-04-25 22:00:00,97.11,88.18,94.16,blend_prophet_baseline
PLANT_012,2025-04-25 23:00:00,97.11,88.29,94.0,blend_prophet_baseline
PLANT_012,2025-04-26 00:00:00,97.1,88.2,94.06,blend_prophet_baseline
PLANT_012,2025-04-26 01:00:00,97.1,88.31,93.96,blend_prophet_baseline
PLANT_012,2025-04-26 02:00:00,97.09,88.09,94.13,blend_prophet_baseline
PLANT_012,2025-04-26 03:00:00,97.09,88.42,94.02,blend_prophet_baseline
PLANT_012,2025-04-26 04:00:00,97.09,88.1,94.0,blend_prophet_baseline
PLANT_012,2025-04-26 05:00:00,97.08,88.27,93.82,blend_prophet_baseline
PLANT_012,2025-04-26 06:00:00,97.08,88.33,94.03,blend_prophet_baseline
PLANT_012,2025-04-26 07:00:00,97.08,88.12,94.03,blend_prophet_baseline
PLANT_012,2025-04-26 08:00:00,97.07,88.31,93.72,blend_prophet_baseline
PLANT_012,2025-04-26 09:00:00,97.07,88.2,93.87,blend_prophet_baseline
PLANT_012,2025-04-26 10:00:00,97.07,88.03,93.99,blend_prophet_baseline
PLANT_012,2025-04-26 11:00:00,97.06,88.32,93.84,blend_prophet_baseline
PLANT_012,2025-04-26 12:00:00,97.06,88.41,93.63,blend_prophet_baseline
PLANT_012,2025-04-26 13:00:00,97.05,88.21,93.97,blend_prophet_baseline
PLANT_012,2025-04-26 14:00:00,97.05,88.22,93.94,blend_prophet_baseline
PLANT_012,2025-04-26 15:00:00,97.05,88.16,93.84,blend_prophet_baseline
PLANT_012,2025-04-26 16:00:00,97.04,88.33,94.04,blend_prophet_baseline
PLANT_012,2025-04-26 17:00:00,97.04,88.3,94.03,blend_prophet_baseline
PLANT_012,2025-04-26 18:00:00,97.03,88.1,93.98,blend_prophet_baseline
PLANT_012,2025-04-26 19:00:00,97.03,88.15,93.86,blend_prophet_baseline
PLANT_012,2025-04-26 20:00:00,97.02,88.08,93.9,blend_prophet_baseline
PLANT_012,2025-04-26 21:00:00,97.02,88.37,93.9,blend_prophet_baseline
PLANT_012,2025-04-26 22:00:00,97.01,88.37,93.99,blend_prophet_baseline
PLANT_012,2025-04-26 23:00:00,97.0,88.24,93.9,blend_prophet_baseline
PLANT_012,2025-04-27 00:00:00,97.0,88.02,93.87,blend_prophet_baseline
PLANT_013,2025-04-24 01:00:00,123.77,113.64,120.49,blend_prophet_baseline
PLANT_013,2025-04-24 02:00:00,123.73,113.01,120.2,blend_prophet_baseline
PLANT_013,2025-04-24 03:00:00,123.68,113.15,120.24,blend_prophet_baseline
PLANT_013,2025-04-24 04:00:00,123.64,112.8,119.92,blend_prophet_baseline
PLANT_013,2025-04-24 05:00:00,123.59,112.83,120.0,blend_prophet_baseline
PLANT_013,2025-04-24 06:00:00,123.54,112.93,119.99,blend_prophet_baseline
PLANT_013,2025-04-24 07:00:00,123.5,112.78,119.79,blend_prophet_baseline
PLANT_013,2025-04-24 08:00:00,123.45,112.73,120.06,blend_prophet_baseline
PLANT_013,2025-04-24 09:00:00,123.41,112.6,119.6,blend_prophet_baseline
PLANT_013,2025-04-24 10:00:00,123.36,112.65,119.74,blend_prophet_baseline
PLANT_013,2025-04-24 11:00:00,123.31,112.66,119.83,blend_prophet_baseline
PLANT_013,2025-04-24 12:00:00,123.27,112.56,119.78,blend_prophet_baseline
PLANT_013,2025-04-24 13:00:00,123.22,112.37,119.63,blend_prophet_baseline
PLANT_013,2025-04-24 14:00:00,123.18,112.41,119.29,blend_prophet_baseline
PLANT_013,2025-04-24 15:00:00,123.13,112.42,119.46,blend_prophet_baseline
PLANT_013,2025-04-24 16:00:00,123.09,112.36,119.44,blend_prophet_baseline
PLANT_013,2025-04-24 17:00:00,123.04,112.09,119.36,blend_prophet_baseline
PLANT_013,2025-04-24 18:00:00,123.0,112.25,119.43,blend_prophet_baseline
PLANT_013,2025-04-24 19:00:00,122.95,112.26,119.02,blend_prophet_baseline
PLANT_013,2025-04-24 20:00:00,122.91,111.93,118.85,blend_prophet_baseline
PLANT_013,2025-04-24 21:00:00,122.87,111.99,118.92,blend_prophet_baseline
PLANT_013,2025-04-24 22:00:00,122.83,111.74,118.99,blend_prophet_baseline
PLANT_013,2025-04-24 23:00:00,122.78,111.96,118.83,blend_prophet_baseline
PLANT_013,2025-04-25 00:00:00,122.74,111.92,119.1,blend_prophet_baseline
PLANT_013,2025-04-25 01:00:00,122.7,111.63,118.87,blend_prophet_baseline
PLANT_013,2025-04-25 02:00:00,122.66,111.78,118.84,blend_prophet_baseline
PLANT_013,2025-04-25 03:00:00,122.62,111.67,118.69,blend_prophet_baseline
PLANT_013,2025-04-25 04:00:00,122.58,111.58,118.74,blend_prophet_baseline
PLANT_013,2025-04-25 05:00:00,122.54,111.77,118.55,blend_prophet_baseline
PLANT_013,2025-04-25 06:00:00,122.51,111.26,118.51,blend_prophet_baseline
PLANT_013,2025-04-25 07:00:00,122.47,111.29,118.35,blend_prophet_baseline
PLANT_013,2025-04-25 08:00:00,122.43,111.34,118.25,blend_prophet_baseline
PLANT_013,2025-04-25 09:00:00,122.39,111.35,118.4,blend_prophet_baseline
PLANT_013,2025-04-25 10:00:00,122.35,111.07,118.27,blend_prophet_baseline
PLANT_013,2025-04-25 11:00:00,122.32,111.25,118.45,blend_prophet_baseline
PLANT_013,2025-04-25 12:00:00,122.28,110.76,118.08,blend_prophet_baseline
PLANT_013,2025-04-25 13:00:00,122.24,111.41,118.01,blend_prophet_baseline
PLANT_013,2025-04-25 14:00:00,122.2,110.94,117.99,blend_prophet_baseline
PLANT_013,2025-04-25 15:00:00,122.17,111.1,118.07,blend_prophet_baseline
PLANT_013,2025-04-25 16:00:00,122.13,110.93,118.24,blend_prophet_baseline
PLANT_013,2025-04-25 17:00:00,122.09,110.83,117.89,blend_prophet_baseline
PLANT_013,2025-04-25 18:00:00,122.05,110.67,117.92,blend_prophet_baseline
PLANT_013,2025-04-25 19:00:00,122.01,110.67,117.87,blend_prophet_baseline
PLANT_013,2025-04-25 20:00:00,121.97,110.75,117.61,blend_prophet_baseline
PLANT_013,2025-04-25 21:00:00,121.94,110.71,117.65,blend_prophet_baseline
PLANT_013,2025-04-25 22:00:00,121.9,110.62,117.74,blend_prophet_baseline
PLANT_013,2025-04-25 23:00:00,121.86,110.47,117.57,blend_prophet_baseline
PLANT_013,2025-04-26 00:00:00,121.82,110.71,117.68,blend_prophet_baseline
PLANT_013,2025-04-26 01:00:00,121.78,110.51,117.55,blend_prophet_baseline
PLANT_013,2025-04-26 02:00:00,121.73,110.68,117.42,blend_prophet_baseline
PLANT_013,2025-04-26 03:00:00,121.69,110.33,117.61,blend_prophet_baseline
PLANT_013,2025-04-26 04:00:00,121.65,110.3,117.53,blend_prophet_baseline
PLANT_013,2025-04-26 05:00:00,121.61,110.0,117.33,blend_prophet_baseline
PLANT_013,2025-04-26 06:00:00,121.57,109.92,117.33,blend_prophet_baseline
PLANT_013,2025-04-26 07:00:00,121.52,110.09,117.22,blend_prophet_baseline
PLANT_013,2025-04-26 08:00:00,121.48,109.92,117.24,blend_prophet_baseline
PLANT_013,2025-04-26 09:00:00,121.44,109.98,116.97,blend_prophet_baseline
PLANT_013,2025-04-26 10:00:00,121.39,109.89,117.06,blend_prophet_baseline
PLANT_013,2025-04-26 11:00:00,121.35,109.87,116.9,blend_prophet_baseline
PLANT_013,2025-04-26 12:00:00,121.3,109.84,117.0,blend_prophet_baseline
PLANT_013,2025-04-26 13:00:00,121.26,109.81,116.62,blend_prophet_baseline
PLANT_013,2025-04-26 14:00:00,121.22,109.92,116.72,blend_prophet_baseline
PLANT_013,2025-04-26 15:00:00,121.17,109.5,116.65,blend_prophet_baseline
PLANT_013,2025-04-26 16:00:00,121.13,109.64,116.56,blend_prophet_baseline
PLANT_013,2025-04-26 17:00:00,121.08,109.47,116.25,blend_prophet_baseline
PLANT_013,2025-04-26 18:00:00,121.04,109.49,116.33,blend_prophet_baseline
PLANT_013,2025-04-26 19:00:00,120.99,109.28,116.15,blend_prophet_baseline
PLANT_013,2025-04-26 20:00:00,120.95,109.09,116.45,blend_prophet_baseline
PLANT_013,2025-04-26 21:00:00,120.91,109.19,116.1,blend_prophet_baseline
PLANT_013,2025-04-26 22:00:00,120.87,109.09,116.2,blend_prophet_baseline
PLANT_013,2025-04-26 23:00:00,120.82,108.87,115.98,blend_prophet_baseline
PLANT_013,2025-04-27 00:00:00,120.78,108.86,115.97,blend_prophet_baseline
PLANT_014,2025-04-24 01:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 02:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 03:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 04:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 05:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 06:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 07:00:00,61.07,49.02,49.17,blend_prophet_baseline
PLANT_014,2025-04-24 08:00:00,61.07,49.02,49.19,blend_prophet_baseline
PLANT_014,2025-04-24 09:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 10:00:00,61.07,49.02,49.17,blend_prophet_baseline
PLANT_014,2025-04-24 11:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 12:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 13:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 14:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 15:00:00,61.07,49.03,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 16:00:00,61.07,49.01,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 17:00:00,61.07,49.02,49.19,blend_prophet_baseline
PLANT_014,2025-04-24 18:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 19:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 20:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 21:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 22:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-24 23:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 00:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 01:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 02:00:00,61.07,49.01,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 03:00:00,61.07,49.02,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 04:00:00,61.07,49.01,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 05:00:00,61.07,49.01,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 06:00:00,61.07,49.01,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 07:00:00,61.07,49.01,49.18,blend_prophet_baseline
PLANT_014,2025-04-25 08:00:00,61.07,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 09:00:00,61.07,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 10:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 11:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 12:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 13:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 14:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 15:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 16:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 17:00:00,61.06,49.01,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 18:00:00,61.06,49.0,49.17,blend_prophet_baseline
PLANT_014,2025-04-25 19:00:00,61.06,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-25 20:00:00,61.06,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-25 21:00:00,61.06,49.01,49.16,blend_prophet_baseline
PLANT_014,2025-04-25 22:00:00,61.06,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-25 23:00:00,61.06,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 00:00:00,61.06,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 01:00:00,61.06,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 02:00:00,61.06,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 03:00:00,61.05,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 04:00:00,61.05,49.0,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 05:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 06:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 07:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 08:00:00,61.05,49.0,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 09:00:00,61.05,49.0,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 10:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 11:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 12:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 13:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 14:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 15:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 16:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 17:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 18:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-26 19:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 20:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 21:00:00,61.05,48.99,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 22:00:00,61.05,48.98,49.15,blend_prophet_baseline
PLANT_014,2025-04-26 23:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_014,2025-04-27 00:00:00,61.05,48.99,49.16,blend_prophet_baseline
PLANT_015,2025-04-24 01:00:00,88.56,77.55,77.76,blend_prophet_baseline
PLANT_015,2025-04-24 02:00:00,88.56,77.55,77.76,blend_prophet_baseline
PLANT_015,2025-04-24 03:00:00,88.56,77.55,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 04:00:00,88.56,77.55,77.76,blend_prophet_baseline
PLANT_015,2025-04-24 05:00:00,88.56,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 06:00:00,88.56,77.56,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 07:00:00,88.56,77.54,77.76,blend_prophet_baseline
PLANT_015,2025-04-24 08:00:00,88.56,77.55,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 09:00:00,88.56,77.55,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 10:00:00,88.56,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 11:00:00,88.56,77.56,77.76,blend_prophet_baseline
PLANT_015,2025-04-24 12:00:00,88.56,77.55,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 13:00:00,88.56,77.55,77.76,blend_prophet_baseline
PLANT_015,2025-04-24 14:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 15:00:00,88.55,77.55,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 16:00:00,88.55,77.55,77.76,blend_prophet_baseline
PLANT_015,2025-04-24 17:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 18:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 19:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 20:00:00,88.55,77.55,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 21:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 22:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-24 23:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-25 00:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-25 01:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-25 02:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-25 03:00:00,88.55,77.54,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 04:00:00,88.55,77.53,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 05:00:00,88.55,77.54,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 06:00:00,88.55,77.54,77.75,blend_prophet_baseline
PLANT_015,2025-04-25 07:00:00,88.55,77.53,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 08:00:00,88.55,77.53,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 09:00:00,88.54,77.53,77.73,blend_prophet_baseline
PLANT_015,2025-04-25 10:00:00,88.54,77.53,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 11:00:00,88.54,77.53,77.73,blend_prophet_baseline
PLANT_015,2025-04-25 12:00:00,88.54,77.52,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 13:00:00,88.54,77.53,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 14:00:00,88.54,77.53,77.74,blend_prophet_baseline
PLANT_015,2025-04-25 15:00:00,88.54,77.53,77.73,blend_prophet_baseline
PLANT_015,2025-04-25 16:00:00,88.54,77.53,77.73,blend_prophet_baseline
PLANT_015,2025-04-25 17:00:00,88.54,77.53,77.72,blend_prophet_baseline
PLANT_015,2025-04-25 18:00:00,88.54,77.52,77.71,blend_prophet_baseline
PLANT_015,2025-04-25 19:00:00,88.54,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-25 20:00:00,88.54,77.52,77.72,blend_prophet_baseline
PLANT_015,2025-04-25 21:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-25 22:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-25 23:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 00:00:00,88.53,77.52,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 01:00:00,88.53,77.52,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 02:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 03:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 04:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 05:00:00,88.53,77.51,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 06:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 07:00:00,88.53,77.51,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 08:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 09:00:00,88.53,77.5,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 10:00:00,88.53,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 11:00:00,88.53,77.51,77.72,blend_prophet_baseline
PLANT_015,2025-04-26 12:00:00,88.53,77.51,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 13:00:00,88.53,77.51,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 14:00:00,88.52,77.51,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 15:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 16:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 17:00:00,88.52,77.51,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 18:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 19:00:00,88.52,77.51,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 20:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 21:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 22:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-26 23:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_015,2025-04-27 00:00:00,88.52,77.5,77.71,blend_prophet_baseline
PLANT_016,2025-04-24 01:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 02:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 03:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 04:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 05:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 06:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 07:00:00,14.31,11.85,11.88,blend_prophet_baseline
PLANT_016,2025-04-24 08:00:00,14.31,11.85,11.88,blend_prophet_baseline
PLANT_016,2025-04-24 09:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 10:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 11:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 12:00:00,14.31,11.85,11.88,blend_prophet_baseline
PLANT_016,2025-04-24 13:00:00,14.31,11.85,11.89,blend_prophet_baseline
PLANT_016,2025-04-24 14:00:00,14.31,11.85,11.89,blend_prophet_baseline
