plant_id,timestamp,forecast_mw,p10,p25,p50,p75,p90,scenario_worst,scenario_base,scenario_best,sigma_total
PLANT_017,2025-04-24 21:00:00,24.987,21.754,23.203,24.729,26.083,27.333,21.754,24.729,27.333,5.12
PLANT_017,2025-04-24 22:00:00,26.462,23.218,24.578,26.083,27.384,28.814,23.218,26.083,28.814,5.168
PLANT_017,2025-04-24 23:00:00,26.243,22.97,24.339,25.787,27.18,28.613,22.97,25.787,28.613,5.16
PLANT_017,2025-04-25 00:00:00,28.394,25.165,26.392,27.806,29.435,30.681,25.165,27.806,30.681,5.233
PLANT_017,2025-04-25 01:00:00,28.394,25.187,26.4,27.78,29.388,30.58,25.187,27.78,30.58,5.233
PLANT_017,2025-04-25 02:00:00,28.394,25.11,26.34,27.965,29.329,30.819,25.11,27.965,30.819,5.233
PLANT_017,2025-04-25 03:00:00,28.394,25.022,26.327,27.927,29.442,30.951,25.022,27.927,30.951,5.233
PLANT_017,2025-04-25 04:00:00,28.394,25.296,26.525,27.97,29.37,30.657,25.296,27.97,30.657,5.233
PLANT_017,2025-04-25 05:00:00,28.394,25.366,26.396,27.947,29.474,30.926,25.366,27.947,30.926,5.233
PLANT_017,2025-04-25 06:00:00,28.394,25.257,26.568,27.998,29.515,30.856,25.257,27.998,30.856,5.233
PLANT_017,2025-04-25 07:00:00,28.394,25.37,26.583,28.058,29.373,30.649,25.37,28.058,30.649,5.233
PLANT_017,2025-04-25 08:00:00,28.394,25.067,26.471,27.954,29.404,30.912,25.067,27.954,30.912,5.233
PLANT_017,2025-04-25 09:00:00,28.394,25.319,26.574,28.034,29.557,30.943,25.319,28.034,30.943,5.233
PLANT_017,2025-04-25 10:00:00,28.394,25.341,26.427,27.875,29.291,30.647,25.341,27.875,30.647,5.233
PLANT_017,2025-04-25 11:00:00,28.394,25.07,26.42,27.918,29.326,30.795,25.07,27.918,30.795,5.233
PLANT_017,2025-04-25 12:00:00,28.394,25.027,26.43,27.98,29.478,30.855,25.027,27.98,30.855,5.233
PLANT_017,2025-04-25 13:00:00,28.394,25.181,26.428,27.995,29.46,30.778,25.181,27.995,30.778,5.233
PLANT_017,2025-04-25 14:00:00,28.394,25.086,26.43,27.951,29.411,30.742,25.086,27.951,30.742,5.233
PLANT_017,2025-04-25 15:00:00,28.394,25.049,26.36,27.907,29.324,30.592,25.049,27.907,30.592,5.233
PLANT_017,2025-04-25 16:00:00,28.394,25.059,26.386,27.771,29.289,30.574,25.059,27.771,30.574,5.233
PLANT_017,2025-04-25 17:00:00,28.394,25.093,26.428,27.792,29.431,30.637,25.093,27.792,30.637,5.233
PLANT_017,2025-04-25 18:00:00,28.394,25.059,26.297,27.888,29.414,30.745,25.059,27.888,30.745,5.233
PLANT_017,2025-04-25 19:00:00,28.394,24.948,26.267,27.813,29.424,30.676,24.948,27.813,30.676,5.233
PLANT_017,2025-04-25 20:00:00,28.394,25.013,26.373,27.872,29.267,30.72,25.013,27.872,30.72,5.233
PLANT_017,2025-04-25 21:00:00,28.394,25.109,26.395,27.875,29.34,30.617,25.109,27.875,30.617,5.233
PLANT_017,2025-04-25 22:00:00,28.394,25.028,26.258,27.799,29.474,30.781,25.028,27.799,30.781,5.233
PLANT_017,2025-04-25 23:00:00,28.394,24.798,26.27,27.86,29.47,30.848,24.798,27.86,30.848,5.233
PLANT_017,2025-04-26 00:00:00,28.394,25.033,26.395,27.994,29.375,30.767,25.033,27.994,30.767,5.233
PLANT_017,2025-04-26 01:00:00,28.394,25.072,26.483,27.919,29.355,30.88,25.072,27.919,30.88,5.233
PLANT_017,2025-04-26 02:00:00,28.394,25.176,26.511,27.886,29.331,30.697,25.176,27.886,30.697,5.233
PLANT_017,2025-04-26 03:00:00,28.394,25.147,26.412,28.058,29.573,30.862,25.147,28.058,30.862,5.233
PLANT_017,2025-04-26 04:00:00,28.394,24.912,26.33,27.936,29.524,30.921,24.912,27.936,30.921,5.233
PLANT_017,2025-04-26 05:00:00,28.394,24.943,26.409,27.897,29.384,30.672,24.943,27.897,30.672,5.233
PLANT_017,2025-04-26 06:00:00,28.393,25.078,26.575,27.977,29.449,30.642,25.078,27.977,30.642,5.233
PLANT_017,2025-04-26 07:00:00,28.393,25.08,26.505,28.058,29.542,30.888,25.08,28.058,30.888,5.233
PLANT_017,2025-04-26 08:00:00,28.393,25.264,26.522,27.989,29.419,30.829,25.264,27.989,30.829,5.233
PLANT_017,2025-04-26 09:00:00,28.393,25.369,26.583,27.972,29.286,30.749,25.369,27.972,30.749,5.233
PLANT_017,2025-04-26 10:00:00,28.393,25.147,26.55,28.023,29.398,30.931,25.147,28.023,30.931,5.233
PLANT_017,2025-04-26 11:00:00,28.393,25.112,26.55,27.913,29.379,30.794,25.112,27.913,30.794,5.233
PLANT_017,2025-04-26 12:00:00,28.393,25.059,26.547,28.058,29.601,30.701,25.059,28.058,30.701,5.233
PLANT_017,2025-04-26 13:00:00,28.393,25.207,26.487,27.954,29.409,30.751,25.207,27.954,30.751,5.233
PLANT_017,2025-04-26 14:00:00,28.393,24.939,26.455,27.857,29.514,30.699,24.939,27.857,30.699,5.233
PLANT_017,2025-04-26 15:00:00,28.393,25.184,26.553,27.99,29.622,30.994,25.184,27.99,30.994,5.233
PLANT_017,2025-04-26 16:00:00,28.394,25.067,26.416,27.901,29.523,31.01,25.067,27.901,31.01,5.233
PLANT_017,2025-04-26 17:00:00,28.393,25.106,26.597,28.027,29.379,30.728,25.106,28.027,30.728,5.233
PLANT_017,2025-04-26 18:00:00,28.393,25.152,26.523,27.98,29.444,30.691,25.152,27.98,30.691,5.233
PLANT_017,2025-04-26 19:00:00,28.393,25.273,26.489,27.979,29.363,30.849,25.273,27.979,30.849,5.233
PLANT_017,2025-04-26 20:00:00,28.393,25.377,26.509,27.906,29.475,30.859,25.377,27.906,30.859,5.233
PLANT_017,2025-04-26 21:00:00,28.393,25.345,26.69,28.074,29.487,30.69,25.345,28.074,30.69,5.233
PLANT_017,2025-04-26 22:00:00,28.393,25.301,26.507,27.983,29.517,30.882,25.301,27.983,30.882,5.233
PLANT_017,2025-04-26 23:00:00,28.393,25.284,26.592,28.139,29.507,30.875,25.284,28.139,30.875,5.233
PLANT_017,2025-04-27 00:00:00,28.393,25.207,26.622,28.056,29.519,30.863,25.207,28.056,30.863,5.233
PLANT_027,2025-04-24 01:00:00,43.855,34.25,38.279,43.316,48.06,52.447,34.25,43.316,52.447,7.36
PLANT_027,2025-04-24 02:00:00,44.172,36.755,39.742,43.644,47.063,50.76,36.755,43.644,50.76,7.372
PLANT_027,2025-04-24 03:00:00,43.874,37.53,40.158,43.274,46.283,49.131,37.53,43.274,49.131,7.361
PLANT_027,2025-04-24 04:00:00,44.093,38.713,40.879,43.349,46.087,48.611,38.713,43.349,48.611,7.369
PLANT_027,2025-04-24 05:00:00,44.376,39.27,41.38,43.822,46.227,48.146,39.27,43.822,48.146,7.38
PLANT_027,2025-04-24 06:00:00,44.684,39.759,41.722,44.137,46.398,48.175,39.759,44.137,48.175,7.392
PLANT_027,2025-04-24 07:00:00,44.701,39.768,41.931,44.195,46.388,48.168,39.768,44.195,48.168,7.393
PLANT_027,2025-04-24 08:00:00,44.611,40.028,41.915,43.988,46.134,48.122,40.028,43.988,48.122,7.389
PLANT_027,2025-04-24 09:00:00,44.718,40.069,41.929,43.955,46.402,48.301,40.069,43.955,48.301,7.394
PLANT_027,2025-04-24 10:00:00,44.115,39.562,41.507,43.603,45.767,47.566,39.562,43.603,47.566,7.37
PLANT_027,2025-04-24 11:00:00,44.286,39.532,41.594,43.564,45.953,47.72,39.532,43.564,47.72,7.377
PLANT_027,2025-04-24 12:00:00,43.801,39.108,40.773,43.013,45.167,47.053,39.108,43.013,47.053,7.358
PLANT_027,2025-04-24 13:00:00,43.205,38.568,40.366,42.624,44.802,46.506,38.568,42.624,46.506,7.336
PLANT_027,2025-04-24 14:00:00,43.194,38.536,40.471,42.548,44.656,46.5,38.536,42.548,46.5,7.335
PLANT_027,2025-04-24 15:00:00,42.562,38.152,39.968,41.963,43.994,45.938,38.152,41.963,45.938,7.312
PLANT_027,2025-04-24 16:00:00,41.957,37.725,39.26,41.441,43.409,45.402,37.725,41.441,45.402,7.289
PLANT_027,2025-04-24 17:00:00,41.306,36.789,38.773,40.754,42.856,44.749,36.789,40.754,44.749,7.265
PLANT_027,2025-04-24 18:00:00,41.885,37.084,39.426,41.52,43.478,45.144,37.084,41.52,45.144,7.287
PLANT_027,2025-04-24 19:00:00,42.408,38.029,39.803,41.788,43.772,45.779,38.029,41.788,45.779,7.306
PLANT_027,2025-04-24 20:00:00,43.244,38.576,40.624,42.889,44.675,46.529,38.576,42.889,46.529,7.337
PLANT_027,2025-04-24 21:00:00,44.499,39.709,41.799,44.0,45.952,47.756,39.709,44.0,47.756,7.385
PLANT_027,2025-04-24 22:00:00,45.174,40.414,42.363,44.522,46.388,48.439,40.414,44.522,48.439,7.411
PLANT_027,2025-04-24 23:00:00,47.69,42.784,44.776,46.884,48.911,50.997,42.784,46.884,50.997,7.511
PLANT_027,2025-04-25 00:00:00,51.088,46.222,48.017,50.085,52.466,54.289,46.222,50.085,54.289,7.653
PLANT_027,2025-04-25 01:00:00,51.087,46.253,48.028,50.046,52.397,54.14,46.253,50.046,54.14,7.653
PLANT_027,2025-04-25 02:00:00,51.087,46.14,47.939,50.316,52.312,54.489,46.14,50.316,54.489,7.653
PLANT_027,2025-04-25 03:00:00,51.087,46.012,47.921,50.26,52.476,54.684,46.012,50.26,54.684,7.653
PLANT_027,2025-04-25 04:00:00,51.087,46.412,48.21,50.324,52.371,54.253,46.412,50.324,54.253,7.653
PLANT_027,2025-04-25 05:00:00,51.087,46.515,48.022,50.29,52.523,54.646,46.515,50.29,54.646,7.653
PLANT_027,2025-04-25 06:00:00,51.087,46.356,48.274,50.365,52.584,54.544,46.356,50.365,54.544,7.653
PLANT_027,2025-04-25 07:00:00,51.087,46.521,48.295,50.452,52.376,54.242,46.521,50.452,54.242,7.653
PLANT_027,2025-04-25 08:00:00,51.087,46.078,48.132,50.3,52.42,54.626,46.078,50.3,54.626,7.653
PLANT_027,2025-04-25 09:00:00,51.087,46.447,48.281,50.417,52.644,54.671,46.447,50.417,54.671,7.653
PLANT_027,2025-04-25 10:00:00,51.087,46.479,48.067,50.184,52.256,54.238,46.479,50.184,54.238,7.653
PLANT_027,2025-04-25 11:00:00,51.087,46.083,48.056,50.248,52.307,54.454,46.083,50.248,54.454,7.653
PLANT_027,2025-04-25 12:00:00,51.087,46.019,48.072,50.338,52.528,54.543,46.019,50.338,54.543,7.653
PLANT_027,2025-04-25 13:00:00,51.087,46.245,48.069,50.36,52.502,54.431,46.245,50.36,54.431,7.653
PLANT_027,2025-04-25 14:00:00,51.087,46.105,48.071,50.296,52.431,54.377,46.105,50.296,54.377,7.653
PLANT_027,2025-04-25 15:00:00,51.087,46.052,47.969,50.231,52.304,54.158,46.052,50.231,54.158,7.653
PLANT_027,2025-04-25 16:00:00,51.087,46.066,48.006,50.032,52.252,54.132,46.066,50.032,54.132,7.653
PLANT_027,2025-04-25 17:00:00,51.087,46.116,48.069,50.063,52.461,54.224,46.116,50.063,54.224,7.653
PLANT_027,2025-04-25 18:00:00,51.087,46.066,47.877,50.204,52.436,54.382,46.066,50.204,54.382,7.653
PLANT_027,2025-04-25 19:00:00,51.087,45.903,47.833,50.094,52.449,54.281,45.903,50.094,54.281,7.653
PLANT_027,2025-04-25 20:00:00,51.087,45.999,47.988,50.18,52.221,54.346,45.999,50.18,54.346,7.653
PLANT_027,2025-04-25 21:00:00,51.087,46.139,48.02,50.185,52.328,54.195,46.139,50.185,54.195,7.653
PLANT_027,2025-04-25 22:00:00,51.087,46.021,47.819,50.073,52.523,54.434,46.021,50.073,54.434,7.653
PLANT_027,2025-04-25 23:00:00,51.087,45.685,47.838,50.163,52.518,54.533,45.685,50.163,54.533,7.653
PLANT_027,2025-04-26 00:00:00,51.087,46.029,48.02,50.359,52.378,54.414,46.029,50.359,54.414,7.653
PLANT_027,2025-04-26 01:00:00,51.087,46.085,48.148,50.249,52.35,54.579,46.085,50.249,54.579,7.653
PLANT_027,2025-04-26 02:00:00,51.087,46.237,48.19,50.2,52.314,54.311,46.237,50.2,54.311,7.653
PLANT_027,2025-04-26 03:00:00,51.087,46.194,48.044,50.453,52.667,54.552,46.194,50.453,54.552,7.653
PLANT_027,2025-04-26 04:00:00,51.087,45.851,47.924,50.274,52.596,54.639,45.851,50.274,54.639,7.653
PLANT_027,2025-04-26 05:00:00,51.087,45.896,48.04,50.216,52.391,54.275,45.896,50.216,54.275,7.653
PLANT_027,2025-04-26 06:00:00,51.087,46.096,48.285,50.336,52.488,54.233,46.096,50.336,54.233,7.653
PLANT_027,2025-04-26 07:00:00,51.087,46.099,48.183,50.453,52.624,54.593,46.099,50.453,54.593,7.653
PLANT_027,2025-04-26 08:00:00,51.087,46.367,48.208,50.353,52.444,54.507,46.367,50.353,54.507,7.653
PLANT_027,2025-04-26 09:00:00,51.087,46.521,48.296,50.328,52.25,54.389,46.521,50.328,54.389,7.653
PLANT_027,2025-04-26 10:00:00,51.087,46.196,48.249,50.402,52.413,54.655,46.196,50.402,54.655,7.653
PLANT_027,2025-04-26 11:00:00,51.087,46.145,48.247,50.241,52.385,54.455,46.145,50.241,54.455,7.653
PLANT_027,2025-04-26 12:00:00,51.087,46.067,48.244,50.454,52.71,54.318,46.067,50.454,54.318,7.653
PLANT_027,2025-04-26 13:00:00,51.087,46.284,48.156,50.302,52.43,54.392,46.284,50.302,54.392,7.653
PLANT_027,2025-04-26 14:00:00,51.087,45.893,48.11,50.16,52.583,54.317,45.893,50.16,54.317,7.653
PLANT_027,2025-04-26 15:00:00,51.087,46.25,48.252,50.355,52.741,54.748,46.25,50.355,54.748,7.653
PLANT_027,2025-04-26 16:00:00,51.087,46.078,48.05,50.222,52.595,54.77,46.078,50.222,54.77,7.653
PLANT_027,2025-04-26 17:00:00,51.086,46.135,48.317,50.407,52.385,54.358,46.135,50.407,54.358,7.653
PLANT_027,2025-04-26 18:00:00,51.086,46.202,48.208,50.339,52.479,54.303,46.202,50.339,54.303,7.653
PLANT_027,2025-04-26 19:00:00,51.086,46.38,48.158,50.337,52.361,54.534,46.38,50.337,54.534,7.653
PLANT_027,2025-04-26 20:00:00,51.086,46.532,48.187,50.231,52.525,54.549,46.532,50.231,54.549,7.653
PLANT_027,2025-04-26 21:00:00,51.086,46.485,48.451,50.477,52.542,54.302,46.485,50.477,54.302,7.653
PLANT_027,2025-04-26 22:00:00,51.086,46.421,48.184,50.343,52.586,54.582,46.421,50.343,54.582,7.653
PLANT_027,2025-04-26 23:00:00,51.086,46.396,48.308,50.572,52.572,54.572,46.396,50.572,54.572,7.653
PLANT_027,2025-04-27 00:00:00,51.086,46.282,48.352,50.45,52.589,54.556,46.282,50.45,54.556,7.653
PLANT_029,2025-04-24 01:00:00,39.168,28.173,32.859,38.719,44.237,49.34,28.173,38.719,49.34,8.562
PLANT_029,2025-04-24 02:00:00,39.186,30.754,34.223,38.755,42.725,47.019,30.754,38.755,47.019,8.562
PLANT_029,2025-04-24 03:00:00,39.44,32.228,35.289,38.916,42.419,45.735,32.228,38.916,45.735,8.57
PLANT_029,2025-04-24 04:00:00,39.525,33.443,35.963,38.836,42.02,44.957,33.443,38.836,44.957,8.572
PLANT_029,2025-04-24 05:00:00,39.878,34.116,36.57,39.41,42.207,44.439,34.116,39.41,44.439,8.583
PLANT_029,2025-04-24 06:00:00,40.278,34.727,37.009,39.818,42.446,44.512,34.727,39.818,44.512,8.595
PLANT_029,2025-04-24 07:00:00,40.092,34.539,37.052,39.681,42.229,44.298,34.539,39.681,44.298,8.589
PLANT_029,2025-04-24 08:00:00,40.275,35.119,37.314,39.724,42.22,44.533,35.119,39.724,44.533,8.595
PLANT_029,2025-04-24 09:00:00,40.889,35.641,37.808,40.168,43.019,45.231,35.641,40.168,45.231,8.613
PLANT_029,2025-04-24 10:00:00,41.585,36.403,38.681,41.137,43.672,45.779,36.403,41.137,45.779,8.634
PLANT_029,2025-04-24 11:00:00,41.574,36.164,38.577,40.883,43.679,45.747,36.164,40.883,45.747,8.634
PLANT_029,2025-04-24 12:00:00,41.849,36.481,38.437,41.067,43.597,45.812,36.481,41.067,45.812,8.643
PLANT_029,2025-04-24 13:00:00,42.039,36.705,38.826,41.487,44.055,46.065,36.705,41.487,46.065,8.648
PLANT_029,2025-04-24 14:00:00,41.408,36.07,38.346,40.789,43.269,45.438,36.07,40.789,45.438,8.629
PLANT_029,2025-04-24 15:00:00,42.609,37.499,39.651,42.016,44.424,46.728,37.499,42.016,46.728,8.666
PLANT_029,2025-04-24 16:00:00,43.265,38.322,40.152,42.751,45.097,47.472,38.322,42.751,47.472,8.687
PLANT_029,2025-04-24 17:00:00,43.047,37.745,40.116,42.482,44.993,47.256,37.745,42.482,47.256,8.68
PLANT_029,2025-04-24 18:00:00,44.748,39.074,41.883,44.392,46.739,48.737,39.074,44.392,48.737,8.735
PLANT_029,2025-04-24 19:00:00,44.731,39.585,41.707,44.079,46.452,48.851,39.585,44.079,48.851,8.734
PLANT_029,2025-04-24 20:00:00,46.305,40.797,43.25,45.962,48.1,50.321,40.797,45.962,50.321,8.787
PLANT_029,2025-04-24 21:00:00,45.319,39.753,42.23,44.839,47.153,49.291,39.753,44.839,49.291,8.754
PLANT_029,2025-04-24 22:00:00,44.511,39.036,41.331,43.874,46.071,48.486,39.036,43.874,48.486,8.727
PLANT_029,2025-04-24 23:00:00,43.708,38.198,40.505,42.947,45.295,47.712,38.198,42.947,47.712,8.701
PLANT_029,2025-04-25 00:00:00,37.976,32.839,34.839,37.142,39.796,41.827,32.839,37.142,41.827,8.527
PLANT_029,2025-04-25 01:00:00,37.976,32.874,34.851,37.101,39.719,41.662,32.874,37.101,41.662,8.527
PLANT_029,2025-04-25 02:00:00,37.977,32.749,34.754,37.402,39.626,42.052,32.749,37.402,42.052,8.527
PLANT_029,2025-04-25 03:00:00,37.976,32.606,34.733,37.339,39.808,42.268,32.606,37.339,42.268,8.527
PLANT_029,2025-04-25 04:00:00,37.977,33.053,35.055,37.411,39.692,41.789,33.053,37.411,41.789,8.527
PLANT_029,2025-04-25 05:00:00,37.976,33.166,34.845,37.372,39.861,42.226,33.166,37.372,42.226,8.527
PLANT_029,2025-04-25 06:00:00,37.977,32.99,35.126,37.456,39.929,42.113,32.99,37.456,42.113,8.527
PLANT_029,2025-04-25 07:00:00,37.977,33.173,35.15,37.554,39.697,41.776,33.173,37.554,41.776,8.527
PLANT_029,2025-04-25 08:00:00,37.977,32.68,34.968,37.384,39.747,42.204,32.68,37.384,42.204,8.527
PLANT_029,2025-04-25 09:00:00,37.977,33.091,35.135,37.515,39.997,42.255,33.091,37.515,42.255,8.527
PLANT_029,2025-04-25 10:00:00,37.977,33.127,34.896,37.255,39.564,41.772,33.127,37.255,41.772,8.527
PLANT_029,2025-04-25 11:00:00,37.977,32.685,34.884,37.326,39.62,42.013,32.685,37.326,42.013,8.527
PLANT_029,2025-04-25 12:00:00,37.977,32.615,34.901,37.427,39.867,42.112,32.615,37.427,42.112,8.527
PLANT_029,2025-04-25 13:00:00,37.976,32.865,34.897,37.45,39.837,41.986,32.865,37.45,41.986,8.527
PLANT_029,2025-04-25 14:00:00,37.976,32.709,34.9,37.379,39.758,41.926,32.709,37.379,41.926,8.527
PLANT_029,2025-04-25 15:00:00,37.976,32.65,34.786,37.307,39.617,41.682,32.65,37.307,41.682,8.527
PLANT_029,2025-04-25 16:00:00,37.976,32.666,34.827,37.085,39.558,41.653,32.666,37.085,41.653,8.527
PLANT_029,2025-04-25 17:00:00,37.976,32.721,34.897,37.119,39.791,41.756,32.721,37.119,41.756,8.527
PLANT_029,2025-04-25 18:00:00,37.976,32.665,34.683,37.276,39.763,41.931,32.665,37.276,41.931,8.527
PLANT_029,2025-04-25 19:00:00,37.976,32.484,34.635,37.153,39.778,41.819,32.484,37.153,41.819,8.527
PLANT_029,2025-04-25 20:00:00,37.976,32.591,34.807,37.249,39.524,41.891,32.591,37.249,41.891,8.527
PLANT_029,2025-04-25 21:00:00,37.976,32.747,34.843,37.255,39.642,41.724,32.747,37.255,41.724,8.527
PLANT_029,2025-04-25 22:00:00,37.975,32.614,34.618,37.13,39.86,41.989,32.614,37.13,41.989,8.527
PLANT_029,2025-04-25 23:00:00,37.976,32.241,34.64,37.23,39.854,42.1,32.241,37.23,42.1,8.527
PLANT_029,2025-04-26 00:00:00,37.976,32.624,34.843,37.449,39.699,41.967,32.624,37.449,41.967,8.527
PLANT_029,2025-04-26 01:00:00,37.976,32.687,34.985,37.326,39.667,42.151,32.687,37.326,42.151,8.527
PLANT_029,2025-04-26 02:00:00,37.976,32.856,35.032,37.272,39.628,41.853,32.856,37.272,41.853,8.527
PLANT_029,2025-04-26 03:00:00,37.976,32.808,34.87,37.554,40.021,42.121,32.808,37.554,42.121,8.527
PLANT_029,2025-04-26 04:00:00,37.976,32.427,34.736,37.355,39.942,42.219,32.427,37.355,42.219,8.527
PLANT_029,2025-04-26 05:00:00,37.975,32.476,34.864,37.289,39.713,41.811,32.476,37.289,41.811,8.527
PLANT_029,2025-04-26 06:00:00,37.975,32.698,35.137,37.422,39.82,41.764,32.698,37.422,41.764,8.527
PLANT_029,2025-04-26 07:00:00,37.975,32.701,35.023,37.553,39.972,42.166,32.701,37.553,42.166,8.527
PLANT_029,2025-04-26 08:00:00,37.975,33.0,35.051,37.441,39.771,42.07,33.0,37.441,42.07,8.527
PLANT_029,2025-04-26 09:00:00,37.976,33.172,35.15,37.414,39.556,41.939,33.172,37.414,41.939,8.527
PLANT_029,2025-04-26 10:00:00,37.975,32.809,35.097,37.496,39.736,42.235,32.809,37.496,42.235,8.527
PLANT_029,2025-04-26 11:00:00,37.975,32.752,35.095,37.317,39.706,42.012,32.752,37.317,42.012,8.527
PLANT_029,2025-04-26 12:00:00,37.975,32.666,35.091,37.554,40.068,41.86,32.666,37.554,41.86,8.527
PLANT_029,2025-04-26 13:00:00,37.975,32.908,34.994,37.384,39.755,41.942,32.908,37.384,41.942,8.527
PLANT_029,2025-04-26 14:00:00,37.975,32.471,34.942,37.226,39.926,41.858,32.471,37.226,41.858,8.527
PLANT_029,2025-04-26 15:00:00,37.975,32.87,35.1,37.443,40.103,42.339,32.87,37.443,42.339,8.527
PLANT_029,2025-04-26 16:00:00,37.975,32.678,34.876,37.296,39.939,42.363,32.678,37.296,42.363,8.527
PLANT_029,2025-04-26 17:00:00,37.974,32.742,35.172,37.502,39.705,41.904,32.742,37.502,41.904,8.527
PLANT_029,2025-04-26 18:00:00,37.975,32.818,35.052,37.427,39.811,41.844,32.818,37.427,41.844,8.527
PLANT_029,2025-04-26 19:00:00,37.974,33.014,34.995,37.424,39.679,42.1,33.014,37.424,42.1,8.527
PLANT_029,2025-04-26 20:00:00,37.974,33.184,35.028,37.306,39.861,42.116,33.184,37.306,42.116,8.527
PLANT_029,2025-04-26 21:00:00,37.974,33.131,35.322,37.579,39.881,41.841,33.131,37.579,41.841,8.527
PLANT_029,2025-04-26 22:00:00,37.974,33.061,35.025,37.43,39.93,42.154,33.061,37.43,42.154,8.527
PLANT_029,2025-04-26 23:00:00,37.974,33.033,35.163,37.685,39.914,42.142,33.033,37.685,42.142,8.527
PLANT_029,2025-04-27 00:00:00,37.974,32.906,35.212,37.55,39.933,42.124,32.906,37.55,42.124,8.527
PLANT_031,2025-04-24 01:00:00,46.193,35.188,39.832,45.638,51.104,56.161,35.188,45.638,56.161,8.483
PLANT_031,2025-04-24 02:00:00,45.93,37.477,40.911,45.396,49.325,53.575,37.477,45.396,53.575,8.474
PLANT_031,2025-04-24 03:00:00,45.856,38.624,41.649,45.235,48.697,51.976,38.624,45.235,51.976,8.472
PLANT_031,2025-04-24 04:00:00,45.421,39.325,41.811,44.645,47.786,50.683,39.325,44.645,50.683,8.457
PLANT_031,2025-04-24 05:00:00,45.412,39.643,42.061,44.859,47.615,49.814,39.643,44.859,49.814,8.456
PLANT_031,2025-04-24 06:00:00,45.693,40.135,42.383,45.149,47.739,49.773,40.135,45.149,49.773,8.466
PLANT_031,2025-04-24 07:00:00,45.517,39.957,42.432,45.022,47.532,49.569,39.957,45.022,49.569,8.46
PLANT_031,2025-04-24 08:00:00,45.662,40.493,42.656,45.029,47.488,49.765,40.493,45.029,49.765,8.465
PLANT_031,2025-04-24 09:00:00,45.467,40.233,42.362,44.679,47.479,49.652,40.233,44.679,49.652,8.458
PLANT_031,2025-04-24 10:00:00,45.114,39.978,42.206,44.609,47.089,49.15,39.978,44.609,49.15,8.446
PLANT_031,2025-04-24 11:00:00,45.395,40.027,42.39,44.648,47.386,49.412,40.027,44.648,49.412,8.456
PLANT_031,2025-04-24 12:00:00,45.867,40.533,42.449,45.028,47.508,49.679,40.533,45.028,49.679,8.472
PLANT_031,2025-04-24 13:00:00,46.404,41.091,43.172,45.785,48.306,50.279,41.091,45.785,50.279,8.491
PLANT_031,2025-04-24 14:00:00,46.121,40.793,43.03,45.431,47.869,50.0,40.793,45.431,50.0,8.481
PLANT_031,2025-04-24 15:00:00,45.17,40.134,42.232,44.538,46.884,49.13,40.134,44.538,49.13,8.448
PLANT_031,2025-04-24 16:00:00,44.281,39.456,41.229,43.748,46.021,48.322,39.456,43.748,48.322,8.418
PLANT_031,2025-04-24 17:00:00,44.195,39.018,41.316,43.61,46.045,48.238,39.018,43.61,48.238,8.415
PLANT_031,2025-04-24 18:00:00,44.804,39.301,42.013,44.436,46.703,48.632,39.301,44.436,48.632,8.435
PLANT_031,2025-04-24 19:00:00,46.361,41.317,43.378,45.684,47.99,50.322,41.317,45.684,50.322,8.489
PLANT_031,2025-04-24 20:00:00,47.055,41.686,44.062,46.69,48.762,50.913,41.686,46.69,50.913,8.514
PLANT_031,2025-04-24 21:00:00,48.547,43.037,45.461,48.014,50.279,52.372,43.037,48.014,52.372,8.567
PLANT_031,2025-04-24 22:00:00,49.248,43.776,46.036,48.539,50.703,53.08,43.776,48.539,53.08,8.593
PLANT_031,2025-04-24 23:00:00,46.264,40.836,43.086,45.467,47.757,50.114,40.836,45.467,50.114,8.486
PLANT_031,2025-04-25 00:00:00,53.098,47.621,49.67,52.031,54.75,56.831,47.621,52.031,56.831,8.738
PLANT_031,2025-04-25 01:00:00,53.098,47.657,49.683,51.988,54.672,56.663,47.657,51.988,56.663,8.738
PLANT_031,2025-04-25 02:00:00,53.098,47.529,49.582,52.296,54.575,57.061,47.529,52.296,57.061,8.738
PLANT_031,2025-04-25 03:00:00,53.098,47.382,49.562,52.232,54.763,57.283,47.382,52.232,57.283,8.738
PLANT_031,2025-04-25 04:00:00,53.098,47.839,49.892,52.305,54.643,56.791,47.839,52.305,56.791,8.738
PLANT_031,2025-04-25 05:00:00,53.098,47.956,49.677,52.266,54.817,57.241,47.956,52.266,57.241,8.738
PLANT_031,2025-04-25 06:00:00,53.097,47.774,49.963,52.351,54.884,57.123,47.774,52.351,57.123,8.738
PLANT_031,2025-04-25 07:00:00,53.097,47.962,49.987,52.451,54.647,56.777,47.962,52.451,56.777,8.738
PLANT_031,2025-04-25 08:00:00,53.097,47.456,49.801,52.276,54.698,57.216,47.456,52.276,57.216,8.738
PLANT_031,2025-04-25 09:00:00,53.097,47.877,49.972,52.411,54.954,57.268,47.877,52.411,57.268,8.738
PLANT_031,2025-04-25 10:00:00,53.097,47.914,49.727,52.145,54.51,56.773,47.914,52.145,56.773,8.738
PLANT_031,2025-04-25 11:00:00,53.098,47.462,49.716,52.218,54.569,57.021,47.462,52.218,57.021,8.738
PLANT_031,2025-04-25 12:00:00,53.098,47.39,49.734,52.321,54.822,57.122,47.39,52.321,57.122,8.738
