plant_id,timestamp,forecast_mw,lower_90,upper_90,model
PLANT_016,2025-04-25 04:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 05:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 06:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 07:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 08:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 09:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 10:00:00,0.005,0.0,0.013,ridge
PLANT_016,2025-04-25 11:00:00,0.004,0.0,0.012,ridge
PLANT_016,2025-04-25 12:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 13:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 14:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 15:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 16:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 17:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 18:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 19:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 20:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 21:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 22:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-25 23:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 00:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 01:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 02:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 03:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 04:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 05:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 06:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 07:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 08:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 09:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 10:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 11:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 12:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 13:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 14:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 15:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 16:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 17:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 18:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 19:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 20:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 21:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 22:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-26 23:00:00,0.0,0.0,0.008,ridge
PLANT_016,2025-04-27 00:00:00,0.0,0.0,0.008,ridge
PLANT_018,2025-04-24 01:00:00,8.086,8.058,8.114,ridge
PLANT_018,2025-04-24 02:00:00,8.447,8.419,8.475,ridge
PLANT_018,2025-04-24 03:00:00,8.834,8.806,8.862,ridge
PLANT_018,2025-04-24 04:00:00,9.254,9.226,9.282,ridge
PLANT_018,2025-04-24 05:00:00,9.711,9.683,9.739,ridge
PLANT_018,2025-04-24 06:00:00,10.214,10.186,10.242,ridge
PLANT_018,2025-04-24 07:00:00,10.82,10.792,10.848,ridge
PLANT_018,2025-04-24 08:00:00,11.299,11.271,11.327,ridge
PLANT_018,2025-04-24 09:00:00,10.863,10.835,10.891,ridge
PLANT_018,2025-04-24 10:00:00,10.203,10.175,10.231,ridge
PLANT_018,2025-04-24 11:00:00,9.369,9.341,9.397,ridge
PLANT_018,2025-04-24 12:00:00,8.488,8.46,8.516,ridge
PLANT_018,2025-04-24 13:00:00,6.569,6.541,6.597,ridge
PLANT_018,2025-04-24 14:00:00,5.518,5.49,5.546,ridge
PLANT_018,2025-04-24 15:00:00,4.227,4.2,4.255,ridge
PLANT_018,2025-04-24 16:00:00,2.439,2.411,2.467,ridge
PLANT_018,2025-04-24 17:00:00,1.127,1.099,1.155,ridge
PLANT_018,2025-04-24 18:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-24 19:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-24 20:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-24 21:00:00,0.005,0.0,0.033,ridge
PLANT_018,2025-04-24 22:00:00,0.019,0.0,0.047,ridge
PLANT_018,2025-04-24 23:00:00,0.031,0.003,0.059,ridge
PLANT_018,2025-04-25 00:00:00,0.023,0.0,0.051,ridge
PLANT_018,2025-04-25 01:00:00,0.019,0.0,0.047,ridge
PLANT_018,2025-04-25 02:00:00,0.028,0.0,0.056,ridge
PLANT_018,2025-04-25 03:00:00,0.034,0.006,0.062,ridge
PLANT_018,2025-04-25 04:00:00,0.034,0.006,0.062,ridge
PLANT_018,2025-04-25 05:00:00,0.031,0.003,0.059,ridge
PLANT_018,2025-04-25 06:00:00,0.026,0.0,0.054,ridge
PLANT_018,2025-04-25 07:00:00,0.057,0.029,0.085,ridge
PLANT_018,2025-04-25 08:00:00,0.086,0.058,0.114,ridge
PLANT_018,2025-04-25 09:00:00,0.097,0.069,0.125,ridge
PLANT_018,2025-04-25 10:00:00,0.119,0.091,0.147,ridge
PLANT_018,2025-04-25 11:00:00,0.116,0.088,0.144,ridge
PLANT_018,2025-04-25 12:00:00,0.096,0.068,0.124,ridge
PLANT_018,2025-04-25 13:00:00,0.091,0.063,0.119,ridge
PLANT_018,2025-04-25 14:00:00,0.084,0.056,0.112,ridge
PLANT_018,2025-04-25 15:00:00,0.045,0.017,0.073,ridge
PLANT_018,2025-04-25 16:00:00,0.029,0.001,0.057,ridge
PLANT_018,2025-04-25 17:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-25 18:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-25 19:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-25 20:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-25 21:00:00,0.003,0.0,0.031,ridge
PLANT_018,2025-04-25 22:00:00,0.018,0.0,0.046,ridge
PLANT_018,2025-04-25 23:00:00,0.031,0.003,0.059,ridge
PLANT_018,2025-04-26 00:00:00,0.025,0.0,0.053,ridge
PLANT_018,2025-04-26 01:00:00,0.021,0.0,0.049,ridge
PLANT_018,2025-04-26 02:00:00,0.03,0.002,0.058,ridge
PLANT_018,2025-04-26 03:00:00,0.035,0.007,0.063,ridge
PLANT_018,2025-04-26 04:00:00,0.037,0.009,0.064,ridge
PLANT_018,2025-04-26 05:00:00,0.033,0.005,0.061,ridge
PLANT_018,2025-04-26 06:00:00,0.027,0.0,0.055,ridge
PLANT_018,2025-04-26 07:00:00,0.065,0.037,0.093,ridge
PLANT_018,2025-04-26 08:00:00,0.091,0.063,0.119,ridge
PLANT_018,2025-04-26 09:00:00,0.115,0.087,0.143,ridge
PLANT_018,2025-04-26 10:00:00,0.115,0.087,0.143,ridge
PLANT_018,2025-04-26 11:00:00,0.114,0.086,0.142,ridge
PLANT_018,2025-04-26 12:00:00,0.109,0.081,0.137,ridge
PLANT_018,2025-04-26 13:00:00,0.086,0.058,0.114,ridge
PLANT_018,2025-04-26 14:00:00,0.08,0.052,0.108,ridge
PLANT_018,2025-04-26 15:00:00,0.06,0.032,0.088,ridge
PLANT_018,2025-04-26 16:00:00,0.027,0.0,0.055,ridge
PLANT_018,2025-04-26 17:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-26 18:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-26 19:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-26 20:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-26 21:00:00,0.0,0.0,0.028,ridge
PLANT_018,2025-04-26 22:00:00,0.014,0.0,0.042,ridge
PLANT_018,2025-04-26 23:00:00,0.027,0.0,0.055,ridge
PLANT_018,2025-04-27 00:00:00,0.021,0.0,0.049,ridge
PLANT_026,2025-04-24 01:00:00,2.567,2.542,2.592,ridge
PLANT_026,2025-04-24 02:00:00,2.689,2.664,2.714,ridge
PLANT_026,2025-04-24 03:00:00,2.82,2.795,2.844,ridge
PLANT_026,2025-04-24 04:00:00,2.961,2.936,2.985,ridge
PLANT_026,2025-04-24 05:00:00,3.114,3.09,3.139,ridge
PLANT_026,2025-04-24 06:00:00,3.285,3.26,3.31,ridge
PLANT_026,2025-04-24 07:00:00,3.511,3.486,3.535,ridge
PLANT_026,2025-04-24 08:00:00,3.665,3.64,3.689,ridge
PLANT_026,2025-04-24 09:00:00,3.617,3.592,3.642,ridge
PLANT_026,2025-04-24 10:00:00,3.528,3.503,3.552,ridge
PLANT_026,2025-04-24 11:00:00,3.255,3.231,3.28,ridge
PLANT_026,2025-04-24 12:00:00,2.897,2.872,2.921,ridge
PLANT_026,2025-04-24 13:00:00,2.404,2.379,2.428,ridge
PLANT_026,2025-04-24 14:00:00,1.963,1.939,1.988,ridge
PLANT_026,2025-04-24 15:00:00,1.221,1.196,1.246,ridge
PLANT_026,2025-04-24 16:00:00,0.569,0.545,0.594,ridge
PLANT_026,2025-04-24 17:00:00,0.133,0.108,0.158,ridge
PLANT_026,2025-04-24 18:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-24 19:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-24 20:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-24 21:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-24 22:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-24 23:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 00:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 01:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 02:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 03:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 04:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 05:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 06:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 07:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 08:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 09:00:00,0.021,0.0,0.046,ridge
PLANT_026,2025-04-25 10:00:00,0.038,0.013,0.063,ridge
PLANT_026,2025-04-25 11:00:00,0.02,0.0,0.045,ridge
PLANT_026,2025-04-25 12:00:00,0.028,0.003,0.052,ridge
PLANT_026,2025-04-25 13:00:00,0.007,0.0,0.032,ridge
PLANT_026,2025-04-25 14:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 15:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 16:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 17:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 18:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 19:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 20:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 21:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 22:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-25 23:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 00:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 01:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 02:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 03:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 04:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 05:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 06:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 07:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 08:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 09:00:00,0.021,0.0,0.045,ridge
PLANT_026,2025-04-26 10:00:00,0.04,0.016,0.065,ridge
PLANT_026,2025-04-26 11:00:00,0.048,0.023,0.073,ridge
PLANT_026,2025-04-26 12:00:00,0.036,0.012,0.061,ridge
PLANT_026,2025-04-26 13:00:00,0.01,0.0,0.035,ridge
PLANT_026,2025-04-26 14:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 15:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 16:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 17:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 18:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 19:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 20:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 21:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 22:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-26 23:00:00,0.0,0.0,0.025,ridge
PLANT_026,2025-04-27 00:00:00,0.0,0.0,0.025,ridge
PLANT_028,2025-04-24 01:00:00,13.758,13.677,13.839,ridge
PLANT_028,2025-04-24 02:00:00,14.387,14.306,14.467,ridge
PLANT_028,2025-04-24 03:00:00,15.063,14.982,15.144,ridge
PLANT_028,2025-04-24 04:00:00,15.796,15.716,15.877,ridge
PLANT_028,2025-04-24 05:00:00,16.593,16.512,16.673,ridge
PLANT_028,2025-04-24 06:00:00,17.479,17.398,17.559,ridge
PLANT_028,2025-04-24 07:00:00,18.637,18.556,18.717,ridge
PLANT_028,2025-04-24 08:00:00,19.272,19.192,19.353,ridge
PLANT_028,2025-04-24 09:00:00,19.602,19.522,19.683,ridge
PLANT_028,2025-04-24 10:00:00,18.869,18.788,18.95,ridge
PLANT_028,2025-04-24 11:00:00,17.892,17.811,17.973,ridge
PLANT_028,2025-04-24 12:00:00,15.582,15.502,15.663,ridge
PLANT_028,2025-04-24 13:00:00,12.928,12.847,13.009,ridge
PLANT_028,2025-04-24 14:00:00,9.26,9.179,9.34,ridge
PLANT_028,2025-04-24 15:00:00,5.997,5.916,6.077,ridge
PLANT_028,2025-04-24 16:00:00,4.004,3.923,4.085,ridge
PLANT_028,2025-04-24 17:00:00,1.668,1.587,1.749,ridge
PLANT_028,2025-04-24 18:00:00,0.24,0.159,0.32,ridge
PLANT_028,2025-04-24 19:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-24 20:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-24 21:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-24 22:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-24 23:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 00:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 01:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 02:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 03:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 04:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 05:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 06:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 07:00:00,0.138,0.057,0.219,ridge
PLANT_028,2025-04-25 08:00:00,0.336,0.256,0.417,ridge
PLANT_028,2025-04-25 09:00:00,0.455,0.375,0.536,ridge
PLANT_028,2025-04-25 10:00:00,0.569,0.489,0.65,ridge
PLANT_028,2025-04-25 11:00:00,0.596,0.516,0.677,ridge
PLANT_028,2025-04-25 12:00:00,0.579,0.498,0.66,ridge
PLANT_028,2025-04-25 13:00:00,0.492,0.411,0.572,ridge
PLANT_028,2025-04-25 14:00:00,0.412,0.331,0.492,ridge
PLANT_028,2025-04-25 15:00:00,0.251,0.17,0.331,ridge
PLANT_028,2025-04-25 16:00:00,0.055,0.0,0.136,ridge
PLANT_028,2025-04-25 17:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 18:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 19:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 20:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 21:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 22:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-25 23:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 00:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 01:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 02:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 03:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 04:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 05:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 06:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 07:00:00,0.1,0.019,0.18,ridge
PLANT_028,2025-04-26 08:00:00,0.315,0.235,0.396,ridge
PLANT_028,2025-04-26 09:00:00,0.447,0.366,0.527,ridge
PLANT_028,2025-04-26 10:00:00,0.539,0.458,0.619,ridge
PLANT_028,2025-04-26 11:00:00,0.551,0.471,0.632,ridge
PLANT_028,2025-04-26 12:00:00,0.513,0.432,0.593,ridge
PLANT_028,2025-04-26 13:00:00,0.457,0.377,0.538,ridge
PLANT_028,2025-04-26 14:00:00,0.376,0.296,0.457,ridge
PLANT_028,2025-04-26 15:00:00,0.18,0.1,0.261,ridge
PLANT_028,2025-04-26 16:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 17:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 18:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 19:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 20:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 21:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 22:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-26 23:00:00,0.0,0.0,0.081,ridge
PLANT_028,2025-04-27 00:00:00,0.0,0.0,0.081,ridge
PLANT_030,2025-04-24 01:00:00,3.069,3.049,3.089,ridge
PLANT_030,2025-04-24 02:00:00,3.208,3.188,3.228,ridge
PLANT_030,2025-04-24 03:00:00,3.358,3.338,3.377,ridge
PLANT_030,2025-04-24 04:00:00,3.519,3.499,3.539,ridge
PLANT_030,2025-04-24 05:00:00,3.695,3.675,3.715,ridge
PLANT_030,2025-04-24 06:00:00,3.889,3.87,3.909,ridge
PLANT_030,2025-04-24 07:00:00,4.143,4.123,4.163,ridge
PLANT_030,2025-04-24 08:00:00,4.301,4.281,4.32,ridge
PLANT_030,2025-04-24 09:00:00,4.243,4.223,4.263,ridge
PLANT_030,2025-04-24 10:00:00,3.949,3.929,3.969,ridge
PLANT_030,2025-04-24 11:00:00,3.579,3.559,3.599,ridge
PLANT_030,2025-04-24 12:00:00,2.973,2.953,2.992,ridge
PLANT_030,2025-04-24 13:00:00,2.422,2.402,2.441,ridge
PLANT_030,2025-04-24 14:00:00,1.819,1.799,1.839,ridge
PLANT_030,2025-04-24 15:00:00,1.29,1.27,1.309,ridge
PLANT_030,2025-04-24 16:00:00,0.789,0.77,0.809,ridge
PLANT_030,2025-04-24 17:00:00,0.359,0.34,0.379,ridge
PLANT_030,2025-04-24 18:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-24 19:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-24 20:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-24 21:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-24 22:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-24 23:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 00:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 01:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 02:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 03:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 04:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 05:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 06:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 07:00:00,0.039,0.019,0.059,ridge
PLANT_030,2025-04-25 08:00:00,0.064,0.044,0.083,ridge
PLANT_030,2025-04-25 09:00:00,0.092,0.073,0.112,ridge
PLANT_030,2025-04-25 10:00:00,0.079,0.06,0.099,ridge
PLANT_030,2025-04-25 11:00:00,0.077,0.057,0.097,ridge
PLANT_030,2025-04-25 12:00:00,0.073,0.053,0.093,ridge
PLANT_030,2025-04-25 13:00:00,0.058,0.038,0.077,ridge
PLANT_030,2025-04-25 14:00:00,0.041,0.021,0.061,ridge
PLANT_030,2025-04-25 15:00:00,0.03,0.01,0.049,ridge
PLANT_030,2025-04-25 16:00:00,0.011,0.0,0.031,ridge
PLANT_030,2025-04-25 17:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 18:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 19:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 20:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 21:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 22:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-25 23:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 00:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 01:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 02:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 03:00:00,0.004,0.0,0.023,ridge
PLANT_030,2025-04-26 04:00:00,0.006,0.0,0.026,ridge
PLANT_030,2025-04-26 05:00:00,0.007,0.0,0.026,ridge
PLANT_030,2025-04-26 06:00:00,0.007,0.0,0.027,ridge
PLANT_030,2025-04-26 07:00:00,0.04,0.02,0.059,ridge
PLANT_030,2025-04-26 08:00:00,0.062,0.042,0.082,ridge
PLANT_030,2025-04-26 09:00:00,0.077,0.057,0.097,ridge
PLANT_030,2025-04-26 10:00:00,0.087,0.067,0.107,ridge
PLANT_030,2025-04-26 11:00:00,0.081,0.061,0.101,ridge
PLANT_030,2025-04-26 12:00:00,0.073,0.054,0.093,ridge
PLANT_030,2025-04-26 13:00:00,0.065,0.045,0.085,ridge
PLANT_030,2025-04-26 14:00:00,0.045,0.026,0.065,ridge
PLANT_030,2025-04-26 15:00:00,0.022,0.002,0.041,ridge
PLANT_030,2025-04-26 16:00:00,0.007,0.0,0.027,ridge
PLANT_030,2025-04-26 17:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 18:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 19:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 20:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 21:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 22:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-26 23:00:00,0.0,0.0,0.02,ridge
PLANT_030,2025-04-27 00:00:00,0.0,0.0,0.02,ridge
PLANT_035,2025-04-24 01:00:00,7.666,7.607,7.725,ridge
PLANT_035,2025-04-24 02:00:00,8.023,7.964,8.082,ridge
PLANT_035,2025-04-24 03:00:00,8.411,8.352,8.47,ridge
PLANT_035,2025-04-24 04:00:00,8.829,8.77,8.888,ridge
PLANT_035,2025-04-24 05:00:00,9.286,9.227,9.345,ridge
PLANT_035,2025-04-24 06:00:00,9.79,9.731,9.85,ridge
PLANT_035,2025-04-24 07:00:00,10.439,10.379,10.498,ridge
PLANT_035,2025-04-24 08:00:00,10.806,10.747,10.866,ridge
PLANT_035,2025-04-24 09:00:00,10.611,10.552,10.67,ridge
PLANT_035,2025-04-24 10:00:00,10.223,10.164,10.282,ridge
PLANT_035,2025-04-24 11:00:00,9.192,9.132,9.251,ridge
PLANT_035,2025-04-24 12:00:00,8.271,8.212,8.331,ridge
PLANT_035,2025-04-24 13:00:00,7.255,7.196,7.314,ridge
PLANT_035,2025-04-24 14:00:00,5.605,5.546,5.665,ridge
PLANT_035,2025-04-24 15:00:00,4.01,3.951,4.069,ridge
PLANT_035,2025-04-24 16:00:00,1.944,1.885,2.003,ridge
PLANT_035,2025-04-24 17:00:00,0.496,0.437,0.555,ridge
PLANT_035,2025-04-24 18:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-24 19:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-24 20:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-24 21:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-24 22:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-24 23:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 00:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 01:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 02:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 03:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 04:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 05:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 06:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 07:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 08:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 09:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 10:00:00,0.035,0.0,0.094,ridge
PLANT_035,2025-04-25 11:00:00,0.031,0.0,0.09,ridge
PLANT_035,2025-04-25 12:00:00,0.02,0.0,0.079,ridge
PLANT_035,2025-04-25 13:00:00,0.005,0.0,0.064,ridge
PLANT_035,2025-04-25 14:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 15:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 16:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 17:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 18:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 19:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 20:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 21:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 22:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-25 23:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 00:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 01:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 02:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 03:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 04:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 05:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 06:00:00,0.0,0.0,0.059,ridge
PLANT_035,2025-04-26 07:00:00,0.0,0.0,0.059,ridge
