plant_id,timestamp,forecast_mw,p10,p25,p50,p75,p90,scenario_worst,scenario_base,scenario_best,sigma_total
PLANT_008,2025-04-24 16:00:00,0.796,0.0,0.311,0.81,1.261,1.717,0.0,0.81,1.717,1.669
PLANT_008,2025-04-24 17:00:00,0.312,0.0,0.0,0.323,0.805,1.24,0.0,0.323,1.24,1.668
PLANT_008,2025-04-24 18:00:00,0.0,0.0,0.0,0.06,0.508,0.89,0.0,0.06,0.89,1.668
PLANT_008,2025-04-24 19:00:00,0.0,0.0,0.0,0.004,0.457,0.915,0.0,0.004,0.915,1.668
PLANT_008,2025-04-24 20:00:00,0.0,0.0,0.0,0.067,0.473,0.894,0.0,0.067,0.894,1.668
PLANT_008,2025-04-24 21:00:00,0.0,0.0,0.0,0.038,0.479,0.886,0.0,0.038,0.886,1.668
PLANT_008,2025-04-24 22:00:00,0.0,0.0,0.0,0.006,0.426,0.887,0.0,0.006,0.887,1.668
PLANT_008,2025-04-24 23:00:00,0.0,0.0,0.0,0.0,0.43,0.893,0.0,0.0,0.893,1.668
PLANT_008,2025-04-25 00:00:00,0.0,0.0,0.0,0.0,0.467,0.865,0.0,0.0,0.865,1.668
PLANT_008,2025-04-25 01:00:00,0.0,0.0,0.0,0.0,0.452,0.832,0.0,0.0,0.832,1.668
PLANT_008,2025-04-25 02:00:00,0.0,0.0,0.0,0.0,0.434,0.908,0.0,0.0,0.908,1.668
PLANT_008,2025-04-25 03:00:00,0.0,0.0,0.0,0.0,0.47,0.951,0.0,0.0,0.951,1.668
PLANT_008,2025-04-25 04:00:00,0.0,0.0,0.0,0.001,0.447,0.857,0.0,0.001,0.857,1.668
PLANT_008,2025-04-25 05:00:00,0.0,0.0,0.0,0.0,0.48,0.943,0.0,0.0,0.943,1.668
PLANT_008,2025-04-25 06:00:00,0.0,0.0,0.0,0.01,0.493,0.92,0.0,0.01,0.92,1.668
PLANT_008,2025-04-25 07:00:00,0.049,0.0,0.0,0.077,0.496,0.903,0.0,0.077,0.903,1.668
PLANT_008,2025-04-25 08:00:00,0.092,0.0,0.0,0.086,0.548,1.029,0.0,0.086,1.029,1.668
PLANT_008,2025-04-25 09:00:00,0.122,0.0,0.0,0.141,0.627,1.068,0.0,0.141,1.068,1.668
PLANT_008,2025-04-25 10:00:00,0.129,0.0,0.0,0.097,0.549,0.981,0.0,0.097,0.981,1.668
PLANT_008,2025-04-25 11:00:00,0.126,0.0,0.0,0.108,0.557,1.025,0.0,0.108,1.025,1.668
PLANT_008,2025-04-25 12:00:00,0.127,0.0,0.0,0.129,0.606,1.045,0.0,0.129,1.045,1.668
PLANT_008,2025-04-25 13:00:00,0.124,0.0,0.0,0.131,0.597,1.018,0.0,0.131,1.018,1.668
PLANT_008,2025-04-25 14:00:00,0.087,0.0,0.0,0.08,0.546,0.97,0.0,0.08,0.97,1.668
PLANT_008,2025-04-25 15:00:00,0.039,0.0,0.0,0.019,0.471,0.875,0.0,0.019,0.875,1.668
PLANT_008,2025-04-25 16:00:00,0.012,0.0,0.0,0.0,0.433,0.842,0.0,0.0,0.842,1.668
PLANT_008,2025-04-25 17:00:00,0.0,0.0,0.0,0.0,0.466,0.851,0.0,0.0,0.851,1.668
PLANT_008,2025-04-25 18:00:00,0.0,0.0,0.0,0.0,0.461,0.885,0.0,0.0,0.885,1.668
PLANT_008,2025-04-25 19:00:00,0.0,0.0,0.0,0.0,0.464,0.863,0.0,0.0,0.863,1.668
PLANT_008,2025-04-25 20:00:00,0.0,0.0,0.0,0.0,0.414,0.877,0.0,0.0,0.877,1.668
PLANT_008,2025-04-25 21:00:00,0.0,0.0,0.0,0.0,0.437,0.844,0.0,0.0,0.844,1.668
PLANT_008,2025-04-25 22:00:00,0.0,0.0,0.0,0.0,0.48,0.896,0.0,0.0,0.896,1.668
PLANT_008,2025-04-25 23:00:00,0.0,0.0,0.0,0.0,0.479,0.918,0.0,0.0,0.918,1.668
PLANT_008,2025-04-26 00:00:00,0.0,0.0,0.0,0.008,0.448,0.892,0.0,0.008,0.892,1.668
PLANT_008,2025-04-26 01:00:00,0.0,0.0,0.0,0.0,0.442,0.928,0.0,0.0,0.928,1.668
PLANT_008,2025-04-26 02:00:00,0.0,0.0,0.0,0.0,0.434,0.87,0.0,0.0,0.87,1.668
PLANT_008,2025-04-26 03:00:00,0.0,0.0,0.0,0.029,0.511,0.922,0.0,0.029,0.922,1.668
PLANT_008,2025-04-26 04:00:00,0.0,0.0,0.0,0.0,0.496,0.941,0.0,0.0,0.941,1.668
PLANT_008,2025-04-26 05:00:00,0.0,0.0,0.0,0.0,0.451,0.862,0.0,0.0,0.862,1.668
PLANT_008,2025-04-26 06:00:00,0.002,0.0,0.0,0.005,0.474,0.854,0.0,0.005,0.854,1.668
PLANT_008,2025-04-26 07:00:00,0.052,0.0,0.0,0.08,0.553,0.982,0.0,0.08,0.982,1.668
PLANT_008,2025-04-26 08:00:00,0.098,0.0,0.0,0.104,0.559,1.009,0.0,0.104,1.009,1.668
PLANT_008,2025-04-26 09:00:00,0.124,0.0,0.0,0.124,0.543,1.009,0.0,0.124,1.009,1.668
PLANT_008,2025-04-26 10:00:00,0.139,0.0,0.0,0.155,0.593,1.081,0.0,0.155,1.081,1.668
PLANT_008,2025-04-26 11:00:00,0.142,0.0,0.0,0.123,0.59,1.041,0.0,0.123,1.041,1.668
PLANT_008,2025-04-26 12:00:00,0.122,0.0,0.0,0.149,0.641,0.991,0.0,0.149,0.991,1.668
PLANT_008,2025-04-26 13:00:00,0.094,0.0,0.0,0.088,0.552,0.98,0.0,0.088,0.98,1.668
PLANT_008,2025-04-26 14:00:00,0.06,0.0,0.0,0.024,0.552,0.93,0.0,0.024,0.93,1.668
PLANT_008,2025-04-26 15:00:00,0.035,0.0,0.0,0.042,0.562,0.999,0.0,0.042,0.999,1.668
PLANT_008,2025-04-26 16:00:00,0.006,0.0,0.0,0.0,0.501,0.975,0.0,0.0,0.975,1.668
PLANT_008,2025-04-26 17:00:00,0.0,0.0,0.0,0.019,0.45,0.88,0.0,0.019,0.88,1.668
PLANT_008,2025-04-26 18:00:00,0.0,0.0,0.0,0.004,0.471,0.868,0.0,0.004,0.868,1.668
PLANT_008,2025-04-26 19:00:00,0.0,0.0,0.0,0.004,0.445,0.918,0.0,0.004,0.918,1.668
PLANT_008,2025-04-26 20:00:00,0.0,0.0,0.0,0.0,0.48,0.922,0.0,0.0,0.922,1.668
PLANT_008,2025-04-26 21:00:00,0.0,0.0,0.0,0.034,0.484,0.868,0.0,0.034,0.868,1.668
PLANT_008,2025-04-26 22:00:00,0.0,0.0,0.0,0.005,0.494,0.929,0.0,0.005,0.929,1.668
PLANT_008,2025-04-26 23:00:00,0.0,0.0,0.0,0.055,0.491,0.927,0.0,0.055,0.927,1.668
PLANT_008,2025-04-27 00:00:00,0.0,0.0,0.0,0.028,0.494,0.923,0.0,0.028,0.923,1.668
PLANT_014,2025-04-24 01:00:00,5.031,1.853,3.25,4.997,6.642,8.163,1.853,4.997,8.163,2.552
PLANT_014,2025-04-24 02:00:00,5.251,2.831,3.867,5.219,6.404,7.685,2.831,5.219,7.685,2.555
PLANT_014,2025-04-24 03:00:00,5.486,3.428,4.341,5.424,6.469,7.459,3.428,5.424,7.459,2.558
PLANT_014,2025-04-24 04:00:00,5.741,4.014,4.768,5.626,6.578,7.455,4.014,5.626,7.455,2.562
PLANT_014,2025-04-24 05:00:00,6.017,4.383,5.117,5.966,6.802,7.469,4.383,5.966,7.469,2.566
PLANT_014,2025-04-24 06:00:00,6.326,4.751,5.434,6.274,7.06,7.678,4.751,6.274,7.678,2.571
PLANT_014,2025-04-24 07:00:00,6.744,5.157,5.911,6.7,7.465,8.085,5.157,6.7,8.085,2.577
PLANT_014,2025-04-24 08:00:00,6.889,5.419,6.078,6.802,7.551,8.245,5.419,6.802,8.245,2.58
PLANT_014,2025-04-24 09:00:00,6.914,5.422,6.071,6.778,7.632,8.295,5.422,6.778,8.295,2.58
PLANT_014,2025-04-24 10:00:00,6.704,5.243,5.923,6.656,7.412,8.041,5.243,6.656,8.041,2.577
PLANT_014,2025-04-24 11:00:00,5.929,4.418,5.135,5.82,6.651,7.265,4.418,5.82,7.265,2.565
PLANT_014,2025-04-24 12:00:00,5.575,4.088,4.667,5.446,6.195,6.851,4.088,5.446,6.851,2.559
PLANT_014,2025-04-24 13:00:00,4.387,2.937,3.561,4.344,5.1,5.691,2.937,4.344,5.691,2.545
PLANT_014,2025-04-24 14:00:00,3.078,1.647,2.315,3.032,3.76,4.397,1.647,3.032,4.397,2.532
PLANT_014,2025-04-24 15:00:00,2.206,0.87,1.497,2.186,2.888,3.56,0.87,2.186,3.56,2.526
PLANT_014,2025-04-24 16:00:00,1.366,0.099,0.63,1.385,2.066,2.756,0.099,1.385,2.756,2.523
PLANT_014,2025-04-24 17:00:00,0.663,0.0,0.0,0.676,1.406,2.063,0.0,0.676,2.063,2.521
PLANT_014,2025-04-24 18:00:00,0.099,0.0,0.0,0.188,0.866,1.442,0.0,0.188,1.442,2.52
PLANT_014,2025-04-24 19:00:00,0.108,0.0,0.0,0.112,0.796,1.489,0.0,0.112,1.489,2.52
PLANT_014,2025-04-24 20:00:00,0.118,0.0,0.0,0.217,0.83,1.467,0.0,0.217,1.467,2.52
PLANT_014,2025-04-24 21:00:00,0.134,0.0,0.0,0.189,0.856,1.471,0.0,0.189,1.471,2.52
PLANT_014,2025-04-24 22:00:00,0.147,0.0,0.0,0.154,0.788,1.486,0.0,0.154,1.486,2.52
PLANT_014,2025-04-24 23:00:00,0.161,0.0,0.0,0.128,0.808,1.508,0.0,0.128,1.508,2.52
PLANT_014,2025-04-25 00:00:00,0.16,0.0,0.0,0.08,0.864,1.464,0.0,0.08,1.464,2.52
PLANT_014,2025-04-25 01:00:00,0.159,0.0,0.0,0.066,0.84,1.414,0.0,0.066,1.414,2.52
PLANT_014,2025-04-25 02:00:00,0.166,0.0,0.0,0.162,0.819,1.536,0.0,0.162,1.536,2.52
PLANT_014,2025-04-25 03:00:00,0.172,0.0,0.0,0.149,0.879,1.606,0.0,0.149,1.606,2.52
PLANT_014,2025-04-25 04:00:00,0.172,0.0,0.0,0.17,0.845,1.464,0.0,0.17,1.464,2.52
PLANT_014,2025-04-25 05:00:00,0.172,0.0,0.0,0.159,0.895,1.594,0.0,0.159,1.594,2.52
PLANT_014,2025-04-25 06:00:00,0.172,0.0,0.0,0.184,0.915,1.56,0.0,0.184,1.56,2.52
PLANT_014,2025-04-25 07:00:00,0.253,0.0,0.0,0.293,0.926,1.54,0.0,0.293,1.54,2.52
PLANT_014,2025-04-25 08:00:00,0.316,0.0,0.0,0.304,1.003,1.729,0.0,0.304,1.729,2.52
PLANT_014,2025-04-25 09:00:00,0.352,0.0,0.0,0.378,1.112,1.78,0.0,0.378,1.78,2.52
PLANT_014,2025-04-25 10:00:00,0.369,0.0,0.0,0.319,1.001,1.654,0.0,0.319,1.654,2.52
PLANT_014,2025-04-25 11:00:00,0.376,0.0,0.0,0.346,1.024,1.732,0.0,0.346,1.732,2.52
PLANT_014,2025-04-25 12:00:00,0.362,0.0,0.0,0.362,1.084,1.747,0.0,0.362,1.747,2.52
PLANT_014,2025-04-25 13:00:00,0.329,0.0,0.0,0.337,1.042,1.678,0.0,0.337,1.678,2.52
PLANT_014,2025-04-25 14:00:00,0.269,0.0,0.0,0.257,0.96,1.601,0.0,0.257,1.601,2.52
PLANT_014,2025-04-25 15:00:00,0.221,0.0,0.0,0.188,0.871,1.481,0.0,0.188,1.481,2.52
PLANT_014,2025-04-25 16:00:00,0.176,0.0,0.0,0.078,0.809,1.429,0.0,0.078,1.429,2.52
PLANT_014,2025-04-25 17:00:00,0.134,0.0,0.0,0.047,0.837,1.418,0.0,0.047,1.418,2.52
PLANT_014,2025-04-25 18:00:00,0.09,0.0,0.0,0.05,0.785,1.426,0.0,0.05,1.426,2.52
PLANT_014,2025-04-25 19:00:00,0.096,0.0,0.0,0.02,0.796,1.399,0.0,0.02,1.399,2.52
PLANT_014,2025-04-25 20:00:00,0.116,0.0,0.0,0.068,0.74,1.44,0.0,0.068,1.44,2.52
PLANT_014,2025-04-25 21:00:00,0.13,0.0,0.0,0.083,0.789,1.404,0.0,0.083,1.404,2.52
PLANT_014,2025-04-25 22:00:00,0.146,0.0,0.0,0.062,0.869,1.499,0.0,0.062,1.499,2.52
PLANT_014,2025-04-25 23:00:00,0.158,0.0,0.0,0.104,0.879,1.543,0.0,0.104,1.543,2.52
PLANT_014,2025-04-26 00:00:00,0.158,0.0,0.0,0.168,0.833,1.504,0.0,0.168,1.504,2.52
PLANT_014,2025-04-26 01:00:00,0.158,0.0,0.0,0.132,0.824,1.558,0.0,0.132,1.558,2.52
PLANT_014,2025-04-26 02:00:00,0.167,0.0,0.0,0.125,0.821,1.479,0.0,0.125,1.479,2.52
PLANT_014,2025-04-26 03:00:00,0.169,0.0,0.0,0.21,0.939,1.56,0.0,0.21,1.56,2.52
PLANT_014,2025-04-26 04:00:00,0.174,0.0,0.0,0.156,0.921,1.594,0.0,0.156,1.594,2.52
PLANT_014,2025-04-26 05:00:00,0.173,0.0,0.0,0.136,0.852,1.473,0.0,0.136,1.473,2.52
PLANT_014,2025-04-26 06:00:00,0.173,0.0,0.0,0.175,0.884,1.459,0.0,0.175,1.459,2.52
PLANT_014,2025-04-26 07:00:00,0.225,0.0,0.0,0.265,0.98,1.629,0.0,0.265,1.629,2.52
PLANT_014,2025-04-26 08:00:00,0.271,0.0,0.0,0.278,0.966,1.646,0.0,0.278,1.646,2.52
PLANT_014,2025-04-26 09:00:00,0.29,0.0,0.0,0.288,0.921,1.625,0.0,0.288,1.625,2.52
PLANT_014,2025-04-26 10:00:00,0.34,0.0,0.0,0.362,1.024,1.762,0.0,0.362,1.762,2.52
PLANT_014,2025-04-26 11:00:00,0.345,0.0,0.0,0.314,1.02,1.701,0.0,0.314,1.701,2.52
PLANT_014,2025-04-26 12:00:00,0.32,0.0,0.0,0.359,1.102,1.632,0.0,0.359,1.632,2.52
PLANT_014,2025-04-26 13:00:00,0.309,0.0,0.0,0.298,0.999,1.645,0.0,0.298,1.645,2.52
PLANT_014,2025-04-26 14:00:00,0.292,0.0,0.0,0.235,1.033,1.604,0.0,0.235,1.604,2.52
PLANT_014,2025-04-26 15:00:00,0.266,0.0,0.0,0.273,1.059,1.72,0.0,0.273,1.72,2.52
PLANT_014,2025-04-26 16:00:00,0.191,0.0,0.0,0.156,0.937,1.653,0.0,0.156,1.653,2.52
PLANT_014,2025-04-26 17:00:00,0.129,0.0,0.0,0.156,0.807,1.457,0.0,0.156,1.457,2.52
PLANT_014,2025-04-26 18:00:00,0.082,0.0,0.0,0.087,0.792,1.393,0.0,0.087,1.393,2.52
PLANT_014,2025-04-26 19:00:00,0.094,0.0,0.0,0.098,0.765,1.48,0.0,0.098,1.48,2.52
PLANT_014,2025-04-26 20:00:00,0.111,0.0,0.0,0.08,0.835,1.502,0.0,0.08,1.502,2.52
PLANT_014,2025-04-26 21:00:00,0.126,0.0,0.0,0.176,0.856,1.435,0.0,0.176,1.435,2.52
PLANT_014,2025-04-26 22:00:00,0.136,0.0,0.0,0.141,0.88,1.538,0.0,0.141,1.538,2.52
PLANT_014,2025-04-26 23:00:00,0.151,0.0,0.0,0.232,0.89,1.549,0.0,0.232,1.549,2.52
PLANT_014,2025-04-27 00:00:00,0.15,0.0,0.0,0.191,0.895,1.543,0.0,0.191,1.543,2.52
PLANT_016,2025-04-24 01:00:00,1.079,0.274,0.629,1.073,1.492,1.879,0.274,1.073,1.879,0.649
PLANT_016,2025-04-24 02:00:00,1.129,0.517,0.78,1.124,1.425,1.751,0.517,1.124,1.751,0.65
PLANT_016,2025-04-24 03:00:00,1.183,0.663,0.895,1.17,1.436,1.688,0.663,1.17,1.688,0.65
PLANT_016,2025-04-24 04:00:00,1.242,0.806,0.998,1.216,1.458,1.681,0.806,1.216,1.681,0.651
PLANT_016,2025-04-24 05:00:00,1.306,0.894,1.081,1.296,1.509,1.678,0.894,1.296,1.678,0.652
PLANT_016,2025-04-24 06:00:00,1.376,0.98,1.153,1.366,1.566,1.723,0.98,1.366,1.723,0.653
PLANT_016,2025-04-24 07:00:00,1.465,1.066,1.257,1.458,1.652,1.809,1.066,1.458,1.809,0.654
PLANT_016,2025-04-24 08:00:00,1.524,1.154,1.322,1.505,1.695,1.872,1.154,1.505,1.872,0.655
PLANT_016,2025-04-24 09:00:00,1.553,1.177,1.342,1.521,1.738,1.907,1.177,1.521,1.907,0.655
PLANT_016,2025-04-24 10:00:00,1.479,1.111,1.284,1.47,1.662,1.822,1.111,1.47,1.822,0.654
PLANT_016,2025-04-24 11:00:00,1.381,0.998,1.181,1.355,1.567,1.723,0.998,1.355,1.723,0.653
PLANT_016,2025-04-24 12:00:00,1.27,0.894,1.041,1.239,1.43,1.597,0.894,1.239,1.597,0.651
PLANT_016,2025-04-24 13:00:00,1.078,0.709,0.868,1.068,1.26,1.411,0.709,1.068,1.411,0.649
PLANT_016,2025-04-24 14:00:00,0.844,0.478,0.648,0.831,1.017,1.18,0.478,0.831,1.18,0.647
PLANT_016,2025-04-24 15:00:00,0.569,0.228,0.388,0.564,0.743,0.915,0.228,0.564,0.915,0.645
PLANT_016,2025-04-24 16:00:00,0.274,0.0,0.087,0.28,0.454,0.63,0.0,0.28,0.63,0.644
PLANT_016,2025-04-24 17:00:00,0.038,0.0,0.0,0.043,0.23,0.397,0.0,0.043,0.397,0.643
PLANT_016,2025-04-24 18:00:00,0.0,0.0,0.0,0.023,0.196,0.343,0.0,0.023,0.343,0.643
PLANT_016,2025-04-24 19:00:00,0.0,0.0,0.0,0.001,0.176,0.353,0.0,0.001,0.353,0.643
PLANT_016,2025-04-24 20:00:00,0.0,0.0,0.0,0.026,0.182,0.345,0.0,0.026,0.345,0.643
PLANT_016,2025-04-24 21:00:00,0.0,0.0,0.0,0.015,0.185,0.342,0.0,0.015,0.342,0.643
PLANT_016,2025-04-24 22:00:00,0.0,0.0,0.0,0.002,0.164,0.342,0.0,0.002,0.342,0.643
PLANT_016,2025-04-24 23:00:00,0.0,0.0,0.0,0.0,0.166,0.345,0.0,0.0,0.345,0.643
PLANT_016,2025-04-25 00:00:00,0.0,0.0,0.0,0.0,0.18,0.334,0.0,0.0,0.334,0.643
PLANT_016,2025-04-25 01:00:00,0.0,0.0,0.0,0.0,0.175,0.321,0.0,0.0,0.321,0.643
PLANT_016,2025-04-25 02:00:00,0.0,0.0,0.0,0.0,0.167,0.35,0.0,0.0,0.35,0.643
PLANT_016,2025-04-25 03:00:00,0.0,0.0,0.0,0.0,0.181,0.367,0.0,0.0,0.367,0.643
PLANT_016,2025-04-25 04:00:00,0.0,0.0,0.0,0.0,0.172,0.331,0.0,0.0,0.331,0.643
PLANT_016,2025-04-25 05:00:00,0.0,0.0,0.0,0.0,0.185,0.364,0.0,0.0,0.364,0.643
PLANT_016,2025-04-25 06:00:00,0.0,0.0,0.0,0.004,0.19,0.355,0.0,0.004,0.355,0.643
PLANT_016,2025-04-25 07:00:00,0.0,0.0,0.0,0.011,0.173,0.33,0.0,0.011,0.33,0.643
PLANT_016,2025-04-25 08:00:00,0.0,0.0,0.0,0.0,0.176,0.362,0.0,0.0,0.362,0.643
PLANT_016,2025-04-25 09:00:00,0.0,0.0,0.0,0.008,0.195,0.366,0.0,0.008,0.366,0.643
PLANT_016,2025-04-25 10:00:00,0.005,0.0,0.0,0.0,0.168,0.334,0.0,0.0,0.334,0.643
PLANT_016,2025-04-25 11:00:00,0.004,0.0,0.0,0.0,0.171,0.351,0.0,0.0,0.351,0.643
PLANT_016,2025-04-25 12:00:00,0.0,0.0,0.0,0.001,0.186,0.355,0.0,0.001,0.355,0.643
PLANT_016,2025-04-25 13:00:00,0.0,0.0,0.0,0.003,0.183,0.346,0.0,0.003,0.346,0.643
PLANT_016,2025-04-25 14:00:00,0.0,0.0,0.0,0.0,0.177,0.341,0.0,0.0,0.341,0.643
PLANT_016,2025-04-25 15:00:00,0.0,0.0,0.0,0.0,0.167,0.323,0.0,0.0,0.323,0.643
PLANT_016,2025-04-25 16:00:00,0.0,0.0,0.0,0.0,0.162,0.32,0.0,0.0,0.32,0.643
PLANT_016,2025-04-25 17:00:00,0.0,0.0,0.0,0.0,0.18,0.328,0.0,0.0,0.328,0.643
PLANT_016,2025-04-25 18:00:00,0.0,0.0,0.0,0.0,0.178,0.341,0.0,0.0,0.341,0.643
PLANT_016,2025-04-25 19:00:00,0.0,0.0,0.0,0.0,0.179,0.333,0.0,0.0,0.333,0.643
PLANT_016,2025-04-25 20:00:00,0.0,0.0,0.0,0.0,0.16,0.338,0.0,0.0,0.338,0.643
PLANT_016,2025-04-25 21:00:00,0.0,0.0,0.0,0.0,0.169,0.326,0.0,0.0,0.326,0.643
PLANT_016,2025-04-25 22:00:00,0.0,0.0,0.0,0.0,0.185,0.346,0.0,0.0,0.346,0.643
PLANT_016,2025-04-25 23:00:00,0.0,0.0,0.0,0.0,0.185,0.354,0.0,0.0,0.354,0.643
PLANT_016,2025-04-26 00:00:00,0.0,0.0,0.0,0.003,0.173,0.344,0.0,0.003,0.344,0.643
PLANT_016,2025-04-26 01:00:00,0.0,0.0,0.0,0.0,0.171,0.358,0.0,0.0,0.358,0.643
PLANT_016,2025-04-26 02:00:00,0.0,0.0,0.0,0.0,0.168,0.335,0.0,0.0,0.335,0.643
PLANT_016,2025-04-26 03:00:00,0.0,0.0,0.0,0.011,0.197,0.356,0.0,0.011,0.356,0.643
PLANT_016,2025-04-26 04:00:00,0.0,0.0,0.0,0.0,0.191,0.363,0.0,0.0,0.363,0.643
PLANT_016,2025-04-26 05:00:00,0.0,0.0,0.0,0.0,0.174,0.332,0.0,0.0,0.332,0.643
PLANT_016,2025-04-26 06:00:00,0.0,0.0,0.0,0.001,0.182,0.329,0.0,0.001,0.329,0.643
PLANT_016,2025-04-26 07:00:00,0.0,0.0,0.0,0.011,0.194,0.359,0.0,0.011,0.359,0.643
PLANT_016,2025-04-26 08:00:00,0.0,0.0,0.0,0.003,0.179,0.352,0.0,0.003,0.352,0.643
PLANT_016,2025-04-26 09:00:00,0.0,0.0,0.0,0.001,0.162,0.342,0.0,0.001,0.342,0.643
PLANT_016,2025-04-26 10:00:00,0.0,0.0,0.0,0.007,0.176,0.364,0.0,0.007,0.364,0.643
PLANT_016,2025-04-26 11:00:00,0.0,0.0,0.0,0.0,0.174,0.348,0.0,0.0,0.348,0.643
PLANT_016,2025-04-26 12:00:00,0.0,0.0,0.0,0.011,0.201,0.336,0.0,0.011,0.336,0.643
PLANT_016,2025-04-26 13:00:00,0.0,0.0,0.0,0.0,0.177,0.342,0.0,0.0,0.342,0.643
PLANT_016,2025-04-26 14:00:00,0.0,0.0,0.0,0.0,0.19,0.336,0.0,0.0,0.336,0.643
PLANT_016,2025-04-26 15:00:00,0.0,0.0,0.0,0.003,0.204,0.372,0.0,0.003,0.372,0.643
PLANT_016,2025-04-26 16:00:00,0.0,0.0,0.0,0.0,0.191,0.374,0.0,0.0,0.374,0.643
PLANT_016,2025-04-26 17:00:00,0.0,0.0,0.0,0.007,0.174,0.339,0.0,0.007,0.339,0.643
PLANT_016,2025-04-26 18:00:00,0.0,0.0,0.0,0.002,0.182,0.335,0.0,0.002,0.335,0.643
PLANT_016,2025-04-26 19:00:00,0.0,0.0,0.0,0.001,0.172,0.354,0.0,0.001,0.354,0.643
PLANT_016,2025-04-26 20:00:00,0.0,0.0,0.0,0.0,0.185,0.356,0.0,0.0,0.356,0.643
PLANT_016,2025-04-26 21:00:00,0.0,0.0,0.0,0.013,0.187,0.335,0.0,0.013,0.335,0.643
PLANT_016,2025-04-26 22:00:00,0.0,0.0,0.0,0.002,0.191,0.358,0.0,0.002,0.358,0.643
PLANT_016,2025-04-26 23:00:00,0.0,0.0,0.0,0.021,0.189,0.357,0.0,0.021,0.357,0.643
PLANT_016,2025-04-27 00:00:00,0.0,0.0,0.0,0.011,0.191,0.356,0.0,0.011,0.356,0.643
PLANT_018,2025-04-24 01:00:00,8.086,2.746,5.096,8.034,10.801,13.36,2.746,8.034,13.36,4.293
PLANT_018,2025-04-24 02:00:00,8.447,4.383,6.124,8.399,10.392,12.547,4.383,8.399,12.547,4.298
PLANT_018,2025-04-24 03:00:00,8.834,5.378,6.914,8.735,10.494,12.159,5.378,8.735,12.159,4.303
PLANT_018,2025-04-24 04:00:00,9.254,6.356,7.623,9.067,10.667,12.143,6.356,9.067,12.143,4.309
PLANT_018,2025-04-24 05:00:00,9.711,6.969,8.203,9.631,11.037,12.159,6.969,9.631,12.159,4.315
PLANT_018,2025-04-24 06:00:00,10.214,7.573,8.721,10.133,11.455,12.494,7.573,10.133,12.494,4.322
PLANT_018,2025-04-24 07:00:00,10.82,8.16,9.428,10.754,12.039,13.082,8.16,10.754,13.082,4.332
PLANT_018,2025-04-24 08:00:00,11.299,8.831,9.939,11.156,12.417,13.584,8.831,11.156,13.584,4.34
PLANT_018,2025-04-24 09:00:00,10.863,8.369,9.459,10.646,12.08,13.193,8.369,10.646,13.193,4.332
PLANT_018,2025-04-24 10:00:00,10.203,7.768,8.908,10.138,11.407,12.462,7.768,10.138,12.462,4.322
PLANT_018,2025-04-24 11:00:00,9.369,6.839,8.044,9.195,10.591,11.623,6.839,9.195,11.623,4.31
PLANT_018,2025-04-24 12:00:00,8.488,6.003,6.976,8.284,9.542,10.644,6.003,8.284,10.644,4.298
PLANT_018,2025-04-24 13:00:00,6.569,4.145,5.193,6.509,7.779,8.773,4.145,6.509,8.773,4.277
PLANT_018,2025-04-24 14:00:00,5.518,3.102,4.228,5.436,6.663,7.735,3.102,5.436,7.735,4.267
PLANT_018,2025-04-24 15:00:00,4.227,1.967,3.024,4.186,5.369,6.501,1.967,4.186,6.501,4.258
PLANT_018,2025-04-24 16:00:00,2.439,0.302,1.197,2.469,3.616,4.778,0.302,2.469,4.778,4.249
PLANT_018,2025-04-24 17:00:00,1.127,0.0,0.0,1.15,2.378,3.484,0.0,1.15,3.484,4.245
PLANT_018,2025-04-24 18:00:00,0.0,0.0,0.0,0.153,1.294,2.264,0.0,0.153,2.264,4.244
PLANT_018,2025-04-24 19:00:00,0.0,0.0,0.0,0.009,1.162,2.328,0.0,0.009,2.328,4.244
PLANT_018,2025-04-24 20:00:00,0.0,0.0,0.0,0.17,1.203,2.275,0.0,0.17,2.275,4.244
PLANT_018,2025-04-24 21:00:00,0.005,0.0,0.0,0.102,1.224,2.261,0.0,0.102,2.261,4.244
PLANT_018,2025-04-24 22:00:00,0.019,0.0,0.0,0.034,1.102,2.277,0.0,0.034,2.277,4.244
PLANT_018,2025-04-24 23:00:00,0.031,0.0,0.0,0.0,1.125,2.304,0.0,0.0,2.304,4.244
PLANT_018,2025-04-25 00:00:00,0.023,0.0,0.0,0.0,1.212,2.223,0.0,0.0,2.223,4.244
PLANT_018,2025-04-25 01:00:00,0.019,0.0,0.0,0.0,1.17,2.137,0.0,0.0,2.137,4.244
PLANT_018,2025-04-25 02:00:00,0.028,0.0,0.0,0.025,1.132,2.34,0.0,0.025,2.34,4.244
PLANT_018,2025-04-25 03:00:00,0.034,0.0,0.0,0.002,1.229,2.453,0.0,0.002,2.453,4.244
PLANT_018,2025-04-25 04:00:00,0.034,0.0,0.0,0.035,1.171,2.214,0.0,0.035,2.214,4.244
PLANT_018,2025-04-25 05:00:00,0.031,0.0,0.0,0.013,1.252,2.43,0.0,0.013,2.43,4.244
PLANT_018,2025-04-25 06:00:00,0.026,0.0,0.0,0.05,1.281,2.368,0.0,0.05,2.368,4.244
PLANT_018,2025-04-25 07:00:00,0.057,0.0,0.0,0.129,1.196,2.231,0.0,0.129,2.231,4.244
