timestamp,temperature,cloud_cover,wind_speed,wind_direction,irradiance,plant_name
2025-04-25T09:00,30.5,14,8.7,307,543.0,Tumakuru Solar
2025-04-25T10:00,32.3,17,7.8,296,756.0,Tumakuru Solar
2025-04-25T11:00,33.8,4,6.6,292,863.0,Tumakuru Solar
2025-04-25T12:00,35.2,52,3.7,284,932.0,Tumakuru Solar
2025-04-25T13:00,36.0,53,2.2,246,849.0,Tumakuru Solar
2025-04-25T14:00,36.5,55,2.0,207,813.0,Tumakuru Solar
2025-04-25T15:00,36.8,85,2.8,165,657.0,Tumakuru Solar
2025-04-25T16:00,36.4,78,8.5,119,503.0,Tumakuru Solar
2025-04-25T17:00,35.5,96,6.7,52,243.0,Tumakuru Solar
2025-04-25T18:00,31.6,67,15.4,297,68.0,Tumakuru Solar
2025-04-25T19:00,27.6,72,24.7,302,0.0,Tumakuru Solar
2025-04-25T20:00,27.5,8,11.0,281,0.0,Tumakuru Solar
2025-04-25T21:00,27.0,24,6.4,278,0.0,Tumakuru Solar
2025-04-25T22:00,26.4,3,5.0,249,0.0,Tumakuru Solar
2025-04-25T23:00,25.9,9,7.3,300,0.0,Tumakuru Solar
2025-04-26T00:00,25.2,6,5.7,257,0.0,Tumakuru Solar
2025-04-26T01:00,24.6,0,7.8,232,0.0,Tumakuru Solar
2025-04-26T02:00,24.0,0,7.9,225,0.0,Tumakuru Solar
2025-04-26T03:00,23.5,0,7.1,236,0.0,Tumakuru Solar
2025-04-26T04:00,23.2,0,6.8,235,0.0,Tumakuru Solar
2025-04-26T05:00,22.9,0,5.8,231,0.0,Tumakuru Solar
2025-04-26T06:00,23.5,100,6.0,245,6.0,Tumakuru Solar
2025-04-26T07:00,25.0,100,3.9,257,108.0,Tumakuru Solar
2025-04-26T08:00,27.5,99,2.2,275,285.0,Tumakuru Solar
2025-04-26T09:00,30.0,100,1.2,51,523.0,Tumakuru Solar
2025-04-26T10:00,32.4,87,4.6,81,744.0,Tumakuru Solar
2025-04-26T11:00,34.4,27,4.5,88,903.0,Tumakuru Solar
2025-04-26T12:00,35.9,46,4.5,106,943.0,Tumakuru Solar
2025-04-26T13:00,36.7,53,4.9,114,862.0,Tumakuru Solar
2025-04-26T14:00,37.2,16,7.6,115,799.0,Tumakuru Solar
2025-04-26T15:00,37.2,25,10.1,112,665.0,Tumakuru Solar
2025-04-26T16:00,36.6,26,11.8,115,461.0,Tumakuru Solar
2025-04-26T17:00,35.8,100,7.6,115,259.0,Tumakuru Solar
2025-04-26T18:00,34.0,20,0.4,243,79.0,Tumakuru Solar
2025-04-26T19:00,31.9,34,3.3,292,1.0,Tumakuru Solar
2025-04-26T20:00,30.3,45,7.3,247,0.0,Tumakuru Solar
2025-04-26T21:00,29.8,78,15.5,290,0.0,Tumakuru Solar
2025-04-26T22:00,28.1,30,17.3,241,0.0,Tumakuru Solar
2025-04-26T23:00,27.2,66,12.3,274,0.0,Tumakuru Solar
2025-04-24T00:00,27.0,16,15.3,261,0.0,Chitradurga Wind
2025-04-24T01:00,26.6,21,15.9,275,0.0,Chitradurga Wind
2025-04-24T02:00,26.2,0,14.4,283,0.0,Chitradurga Wind
2025-04-24T03:00,25.8,0,11.0,275,0.0,Chitradurga Wind
2025-04-24T04:00,25.4,0,10.0,244,0.0,Chitradurga Wind
2025-04-24T05:00,25.0,0,11.3,239,0.0,Chitradurga Wind
2025-04-24T06:00,25.7,0,12.3,238,6.0,Chitradurga Wind
2025-04-24T07:00,27.0,0,12.8,239,124.0,Chitradurga Wind
2025-04-24T08:00,29.2,0,12.7,241,344.0,Chitradurga Wind
2025-04-24T09:00,31.6,0,10.7,248,569.0,Chitradurga Wind
2025-04-24T10:00,34.1,13,6.9,261,757.0,Chitradurga Wind
2025-04-24T11:00,35.7,24,3.5,235,872.0,Chitradurga Wind
2025-04-24T12:00,36.6,14,2.9,173,839.0,Chitradurga Wind
2025-04-24T13:00,37.5,18,3.5,99,902.0,Chitradurga Wind
2025-04-24T14:00,37.6,33,7.0,86,762.0,Chitradurga Wind
2025-04-24T15:00,37.2,24,9.6,98,588.0,Chitradurga Wind
2025-04-24T16:00,37.1,16,10.1,87,478.0,Chitradurga Wind
2025-04-24T17:00,33.8,66,7.6,7,249.0,Chitradurga Wind
2025-04-24T18:00,31.6,65,15.7,275,66.0,Chitradurga Wind
2025-04-24T19:00,29.0,33,14.4,257,1.0,Chitradurga Wind
2025-04-24T20:00,28.1,26,10.7,297,0.0,Chitradurga Wind
2025-04-24T21:00,28.8,4,8.5,264,0.0,Chitradurga Wind
2025-04-24T22:00,28.3,5,8.8,266,0.0,Chitradurga Wind
2025-04-24T23:00,27.8,6,10.8,265,0.0,Chitradurga Wind
2025-04-25T00:00,27.2,3,10.7,243,0.0,Chitradurga Wind
2025-04-25T01:00,26.8,41,10.8,252,0.0,Chitradurga Wind
2025-04-25T02:00,26.5,26,11.5,278,0.0,Chitradurga Wind
2025-04-25T03:00,26.0,18,9.4,290,0.0,Chitradurga Wind
2025-04-25T04:00,26.0,32,7.5,297,0.0,Chitradurga Wind
2025-04-25T05:00,25.5,3,5.2,284,0.0,Chitradurga Wind
2025-04-25T06:00,26.2,0,7.8,262,6.0,Chitradurga Wind
2025-04-25T07:00,27.8,0,9.9,265,126.0,Chitradurga Wind
2025-04-25T08:00,30.1,6,9.0,264,346.0,Chitradurga Wind
2025-04-25T09:00,32.5,8,6.9,293,570.0,Chitradurga Wind
2025-04-25T10:00,34.5,4,5.1,333,763.0,Chitradurga Wind
2025-04-25T11:00,35.8,6,2.0,350,892.0,Chitradurga Wind
2025-04-25T12:00,37.2,29,2.5,98,938.0,Chitradurga Wind
2025-04-25T13:00,37.3,16,4.4,117,816.0,Chitradurga Wind
2025-04-25T14:00,38.2,32,7.5,117,852.0,Chitradurga Wind
2025-04-25T15:00,38.2,23,8.9,128,674.0,Chitradurga Wind
2025-04-25T16:00,36.7,54,13.4,125,464.0,Chitradurga Wind
2025-04-25T17:00,29.3,96,28.0,290,218.0,Chitradurga Wind
2025-04-25T18:00,27.5,91,11.9,333,43.0,Chitradurga Wind
2025-04-25T19:00,28.1,73,7.7,259,1.0,Chitradurga Wind
2025-04-25T20:00,28.0,91,4.6,309,0.0,Chitradurga Wind
2025-04-25T21:00,27.5,64,3.3,315,0.0,Chitradurga Wind
2025-04-25T22:00,27.5,100,6.1,304,0.0,Chitradurga Wind
2025-04-25T23:00,27.4,100,6.0,307,0.0,Chitradurga Wind
2025-04-26T00:00,26.9,98,4.1,319,0.0,Chitradurga Wind
2025-04-26T01:00,26.5,20,5.4,290,0.0,Chitradurga Wind
2025-04-26T02:00,26.1,0,8.1,283,0.0,Chitradurga Wind
2025-04-26T03:00,25.5,0,7.7,271,0.0,Chitradurga Wind
2025-04-26T04:00,25.0,6,6.0,260,0.0,Chitradurga Wind
2025-04-26T05:00,24.5,0,6.4,241,0.0,Chitradurga Wind
2025-04-26T06:00,24.3,86,5.9,239,6.0,Chitradurga Wind
2025-04-26T07:00,26.5,89,4.0,260,126.0,Chitradurga Wind
2025-04-26T08:00,29.7,100,1.1,99,342.0,Chitradurga Wind
2025-04-26T09:00,32.3,100,6.2,100,558.0,Chitradurga Wind
2025-04-26T10:00,34.3,76,7.6,102,755.0,Chitradurga Wind
2025-04-26T11:00,35.9,45,8.2,105,903.0,Chitradurga Wind
2025-04-26T12:00,37.2,48,10.1,112,976.0,Chitradurga Wind
2025-04-26T13:00,37.5,28,11.1,120,886.0,Chitradurga Wind
2025-04-26T14:00,37.9,24,11.4,116,803.0,Chitradurga Wind
2025-04-26T15:00,37.7,18,11.9,125,670.0,Chitradurga Wind
2025-04-26T16:00,37.3,22,10.2,139,487.0,Chitradurga Wind
2025-04-26T17:00,36.7,71,8.0,160,281.0,Chitradurga Wind
2025-04-26T18:00,34.5,79,6.5,167,81.0,Chitradurga Wind
2025-04-26T19:00,32.5,80,5.8,173,1.0,Chitradurga Wind
2025-04-26T20:00,32.8,99,9.4,215,0.0,Chitradurga Wind
2025-04-26T21:00,29.4,69,15.0,288,0.0,Chitradurga Wind
2025-04-26T22:00,28.8,41,2.6,214,0.0,Chitradurga Wind
2025-04-26T23:00,28.3,57,4.0,297,0.0,Chitradurga Wind
2025-04-24T00:00,31.0,36,11.0,259,0.0,Davangere Solar
2025-04-24T01:00,31.0,20,9.8,246,0.0,Davangere Solar
2025-04-24T02:00,30.4,8,12.4,246,0.0,Davangere Solar
2025-04-24T03:00,29.4,0,10.3,272,0.0,Davangere Solar
2025-04-24T04:00,28.7,0,7.6,274,0.0,Davangere Solar
2025-04-24T05:00,28.0,0,6.1,282,0.0,Davangere Solar
2025-04-24T06:00,29.4,1,6.7,275,8.0,Davangere Solar
2025-04-24T07:00,31.1,2,7.3,259,130.0,Davangere Solar
2025-04-24T08:00,33.1,0,7.3,253,345.0,Davangere Solar
2025-04-24T09:00,35.4,0,6.3,246,565.0,Davangere Solar
2025-04-24T10:00,37.7,3,6.9,229,752.0,Davangere Solar
2025-04-24T11:00,38.7,25,4.4,235,809.0,Davangere Solar
2025-04-24T12:00,39.4,15,4.4,238,816.0,Davangere Solar
2025-04-24T13:00,40.4,12,3.9,246,899.0,Davangere Solar
2025-04-24T14:00,40.8,21,3.7,259,814.0,Davangere Solar
2025-04-24T15:00,40.2,66,3.7,293,509.0,Davangere Solar
2025-04-24T16:00,33.4,83,18.2,115,201.0,Davangere Solar
2025-04-24T17:00,33.4,16,9.9,1,128.0,Davangere Solar
2025-04-24T18:00,35.2,91,10.3,63,62.0,Davangere Solar
2025-04-24T19:00,33.3,65,11.2,90,0.0,Davangere Solar
2025-04-24T20:00,33.0,54,10.0,173,0.0,Davangere Solar
2025-04-24T21:00,31.7,22,12.5,198,0.0,Davangere Solar
2025-04-24T22:00,31.0,97,9.4,188,0.0,Davangere Solar
2025-04-24T23:00,31.7,81,7.8,222,0.0,Davangere Solar
2025-04-25T00:00,31.5,99,9.6,257,0.0,Davangere Solar
2025-04-25T01:00,30.9,78,13.1,272,0.0,Davangere Solar
2025-04-25T02:00,30.2,0,12.3,288,0.0,Davangere Solar
2025-04-25T03:00,29.2,15,9.1,288,0.0,Davangere Solar
2025-04-25T04:00,28.8,18,8.7,292,0.0,Davangere Solar
2025-04-25T05:00,28.5,27,7.6,301,0.0,Davangere Solar
2025-04-25T06:00,29.6,1,6.4,297,9.0,Davangere Solar
2025-04-25T07:00,31.2,0,3.5,298,133.0,Davangere Solar
2025-04-25T08:00,33.2,1,1.5,277,349.0,Davangere Solar
2025-04-25T09:00,35.7,0,2.2,194,568.0,Davangere Solar
2025-04-25T10:00,37.5,12,5.7,212,755.0,Davangere Solar
2025-04-25T11:00,38.8,30,4.6,222,841.0,Davangere Solar
2025-04-25T12:00,39.5,17,2.5,225,771.0,Davangere Solar
2025-04-25T13:00,40.7,12,1.6,186,863.0,Davangere Solar
2025-04-25T14:00,40.9,27,4.8,101,812.0,Davangere Solar
2025-04-25T15:00,40.7,100,10.2,30,497.0,Davangere Solar
2025-04-25T16:00,32.6,87,17.6,226,345.0,Davangere Solar
2025-04-25T17:00,34.8,95,5.6,356,186.0,Davangere Solar
2025-04-25T18:00,28.7,89,8.4,59,40.0,Davangere Solar
2025-04-25T19:00,28.8,96,5.4,105,0.0,Davangere Solar
2025-04-25T20:00,28.6,83,6.9,210,0.0,Davangere Solar
2025-04-25T21:00,28.3,100,11.9,75,0.0,Davangere Solar
2025-04-25T22:00,29.6,100,7.5,80,0.0,Davangere Solar
2025-04-25T23:00,30.5,100,5.1,107,0.0,Davangere Solar
2025-04-26T00:00,30.6,100,11.6,150,0.0,Davangere Solar
2025-04-26T01:00,30.5,100,9.2,176,0.0,Davangere Solar
2025-04-26T02:00,29.9,75,3.9,13,0.0,Davangere Solar
2025-04-26T03:00,29.3,48,10.7,290,0.0,Davangere Solar
2025-04-26T04:00,28.4,91,11.4,301,0.0,Davangere Solar
2025-04-26T05:00,28.5,99,11.6,309,0.0,Davangere Solar
2025-04-26T06:00,28.0,2,10.3,301,5.0,Davangere Solar
2025-04-26T07:00,29.9,19,6.8,282,120.0,Davangere Solar
2025-04-26T08:00,31.9,2,3.3,68,310.0,Davangere Solar
2025-04-26T09:00,34.0,10,1.2,129,513.0,Davangere Solar
2025-04-26T10:00,35.9,7,2.9,169,747.0,Davangere Solar
2025-04-26T11:00,37.3,7,3.5,195,849.0,Davangere Solar
2025-04-26T12:00,38.6,28,4.3,213,913.0,Davangere Solar
2025-04-26T13:00,39.3,45,4.9,216,784.0,Davangere Solar
2025-04-26T14:00,40.0,84,6.6,191,715.0,Davangere Solar
2025-04-26T15:00,39.5,93,3.2,71,526.0,Davangere Solar
2025-04-26T16:00,39.0,100,0.7,166,291.0,Davangere Solar
2025-04-26T17:00,31.0,88,33.8,21,187.0,Davangere Solar
2025-04-26T18:00,36.8,73,6.5,85,75.0,Davangere Solar
2025-04-26T19:00,34.5,90,12.5,72,1.0,Davangere Solar
2025-04-26T20:00,33.8,54,6.9,137,0.0,Davangere Solar
2025-04-26T21:00,33.0,67,10.7,144,0.0,Davangere Solar
2025-04-26T22:00,32.8,98,7.0,148,0.0,Davangere Solar
2025-04-26T23:00,32.3,52,6.3,66,0.0,Davangere Solar
2025-04-24T00:00,27.3,17,11.2,274,0.0,Haveri Green
2025-04-24T01:00,26.8,8,10.8,280,0.0,Haveri Green
2025-04-24T02:00,26.3,9,10.9,277,0.0,Haveri Green
2025-04-24T03:00,26.1,18,8.1,246,0.0,Haveri Green
2025-04-24T04:00,25.9,1,7.8,244,0.0,Haveri Green
2025-04-24T05:00,25.6,0,10.2,234,0.0,Haveri Green
2025-04-24T06:00,26.4,1,12.0,237,6.0,Haveri Green
2025-04-24T07:00,27.6,2,11.5,230,124.0,Haveri Green
2025-04-24T08:00,29.8,0,10.3,234,341.0,Haveri Green
2025-04-24T09:00,32.2,9,8.2,241,568.0,Haveri Green
2025-04-24T10:00,34.5,12,5.3,237,746.0,Haveri Green
2025-04-24T11:00,36.2,7,3.2,207,883.0,Haveri Green
2025-04-24T12:00,37.3,13,2.8,195,900.0,Haveri Green
2025-04-24T13:00,38.3,26,2.8,169,915.0,Haveri Green
2025-04-24T14:00,38.7,35,4.4,125,796.0,Haveri Green
2025-04-24T15:00,38.7,30,8.2,119,620.0,Haveri Green
2025-04-24T16:00,38.0,14,11.2,131,455.0,Haveri Green
2025-04-24T17:00,36.8,39,8.1,118,272.0,Haveri Green
2025-04-24T18:00,35.3,24,7.3,173,83.0,Haveri Green
2025-04-24T19:00,28.7,48,21.7,304,1.0,Haveri Green
2025-04-24T20:00,29.3,15,7.7,303,0.0,Haveri Green
2025-04-24T21:00,29.1,5,8.7,302,0.0,Haveri Green
2025-04-24T22:00,29.0,6,7.6,285,0.0,Haveri Green
2025-04-24T23:00,28.6,8,13.9,290,0.0,Haveri Green
2025-04-25T00:00,28.0,4,13.0,301,0.0,Haveri Green
2025-04-25T01:00,27.4,6,8.5,305,0.0,Haveri Green
2025-04-25T02:00,26.9,100,8.3,294,0.0,Haveri Green
2025-04-25T03:00,27.1,100,7.6,277,0.0,Haveri Green
2025-04-25T04:00,27.0,84,8.3,229,0.0,Haveri Green
2025-04-25T05:00,26.6,0,7.5,250,0.0,Haveri Green
2025-04-25T06:00,26.1,1,9.7,254,6.0,Haveri Green
2025-04-25T07:00,27.5,0,10.3,263,125.0,Haveri Green
2025-04-25T08:00,29.5,0,8.1,275,343.0,Haveri Green
2025-04-25T09:00,32.0,3,6.8,292,569.0,Haveri Green
2025-04-25T10:00,34.5,33,4.9,324,762.0,Haveri Green
2025-04-25T11:00,36.0,22,3.3,6,868.0,Haveri Green
2025-04-25T12:00,37.4,37,3.1,54,944.0,Haveri Green
2025-04-25T13:00,38.2,82,4.1,77,900.0,Haveri Green
2025-04-25T14:00,38.8,100,5.4,98,845.0,Haveri Green
2025-04-25T15:00,38.6,68,8.7,95,635.0,Haveri Green
2025-04-25T16:00,38.0,95,12.3,100,419.0,Haveri Green
2025-04-25T17:00,34.5,94,18.9,271,274.0,Haveri Green
2025-04-25T18:00,25.9,97,18.9,280,61.0,Haveri Green
2025-04-25T19:00,28.4,55,11.1,278,1.0,Haveri Green
2025-04-25T20:00,28.4,80,11.8,313,0.0,Haveri Green
2025-04-25T21:00,28.2,47,11.7,317,0.0,Haveri Green
2025-04-25T22:00,27.9,85,11.6,321,0.0,Haveri Green
2025-04-25T23:00,27.5,100,7.6,308,0.0,Haveri Green
2025-04-26T00:00,27.1,100,4.7,293,0.0,Haveri Green
2025-04-26T01:00,26.9,100,6.7,297,0.0,Haveri Green
2025-04-26T02:00,26.5,71,7.8,307,0.0,Haveri Green
2025-04-26T03:00,25.6,8,4.2,265,0.0,Haveri Green
2025-04-26T04:00,25.1,5,5.4,233,0.0,Haveri Green
2025-04-26T05:00,24.7,2,4.8,233,0.0,Haveri Green
2025-04-26T06:00,25.6,99,4.5,275,5.0,Haveri Green
2025-04-26T07:00,26.9,85,3.1,298,114.0,Haveri Green
2025-04-26T08:00,29.2,57,0.9,79,347.0,Haveri Green
2025-04-26T09:00,31.9,42,5.0,92,566.0,Haveri Green
2025-04-26T10:00,34.2,94,6.7,93,768.0,Haveri Green
2025-04-26T11:00,36.1,81,7.0,103,901.0,Haveri Green
2025-04-26T12:00,37.4,18,9.0,105,923.0,Haveri Green
2025-04-26T13:00,38.0,27,8.1,114,897.0,Haveri Green
2025-04-26T14:00,38.6,41,7.9,110,814.0,Haveri Green
2025-04-26T15:00,38.2,29,8.2,112,642.0,Haveri Green
2025-04-26T16:00,37.7,54,7.5,145,468.0,Haveri Green
2025-04-26T17:00,36.8,63,10.6,171,270.0,Haveri Green
2025-04-26T18:00,35.0,57,10.9,174,78.0,Haveri Green
2025-04-26T19:00,33.4,81,6.1,157,1.0,Haveri Green
2025-04-26T20:00,32.2,94,3.5,156,0.0,Haveri Green
2025-04-26T21:00,30.5,99,17.2,299,0.0,Haveri Green
2025-04-26T22:00,29.8,50,16.1,319,0.0,Haveri Green
2025-04-26T23:00,29.4,46,9.5,328,0.0,Haveri Green
2025-04-24T00:00,28.6,0,10.5,245,0.0,Bagalkot Solar
2025-04-24T01:00,28.1,5,11.8,243,0.0,Bagalkot Solar
2025-04-24T02:00,27.4,2,11.9,255,0.0,Bagalkot Solar
2025-04-24T03:00,27.0,2,12.2,262,0.0,Bagalkot Solar
2025-04-24T04:00,26.5,0,11.7,245,0.0,Bagalkot Solar
2025-04-24T05:00,26.2,32,12.2,239,0.0,Bagalkot Solar
2025-04-24T06:00,27.3,0,12.5,242,7.0,Bagalkot Solar
2025-04-24T07:00,29.0,24,13.9,245,127.0,Bagalkot Solar
2025-04-24T08:00,31.2,22,13.1,247,345.0,Bagalkot Solar
2025-04-24T09:00,33.7,39,11.3,253,568.0,Bagalkot Solar
2025-04-24T10:00,36.1,13,7.3,263,749.0,Bagalkot Solar
2025-04-24T11:00,37.8,11,4.7,252,870.0,Bagalkot Solar
2025-04-24T12:00,39.0,14,4.0,219,922.0,Bagalkot Solar
2025-04-24T13:00,39.9,22,3.7,191,902.0,Bagalkot Solar
2025-04-24T14:00,40.0,33,4.5,173,764.0,Bagalkot Solar
2025-04-24T15:00,40.0,32,5.2,194,659.0,Bagalkot Solar
2025-04-24T16:00,39.5,84,4.4,199,467.0,Bagalkot Solar
2025-04-24T17:00,38.5,39,3.5,168,215.0,Bagalkot Solar
2025-04-24T18:00,36.6,30,0.9,217,71.0,Bagalkot Solar
2025-04-24T19:00,34.6,35,1.5,240,0.0,Bagalkot Solar
2025-04-24T20:00,33.2,80,13.9,326,0.0,Bagalkot Solar
2025-04-24T21:00,32.0,22,11.0,276,0.0,Bagalkot Solar
2025-04-24T22:00,31.1,40,10.1,289,0.0,Bagalkot Solar
2025-04-24T23:00,30.3,8,6.5,293,0.0,Bagalkot Solar
2025-04-25T00:00,29.1,6,4.9,272,0.0,Bagalkot Solar
2025-04-25T01:00,28.2,11,5.7,221,0.0,Bagalkot Solar
2025-04-25T02:00,27.5,30,4.4,232,0.0,Bagalkot Solar
2025-04-25T03:00,27.5,6,3.7,223,0.0,Bagalkot Solar
2025-04-25T04:00,26.8,33,7.1,251,0.0,Bagalkot Solar
2025-04-25T05:00,26.9,0,9.6,258,0.0,Bagalkot Solar
2025-04-25T06:00,27.9,0,10.8,252,7.0,Bagalkot Solar
2025-04-25T07:00,29.0,0,12.2,250,129.0,Bagalkot Solar
2025-04-25T08:00,31.2,0,10.9,261,345.0,Bagalkot Solar
2025-04-25T09:00,33.8,8,8.4,285,568.0,Bagalkot Solar
2025-04-25T10:00,36.0,15,5.7,311,735.0,Bagalkot Solar
2025-04-25T11:00,37.8,13,3.1,306,856.0,Bagalkot Solar
2025-04-25T12:00,39.2,14,1.2,297,909.0,Bagalkot Solar
2025-04-25T13:00,40.4,27,1.5,194,886.0,Bagalkot Solar
2025-04-25T14:00,40.7,48,3.5,192,797.0,Bagalkot Solar
2025-04-25T15:00,40.6,96,7.3,134,618.0,Bagalkot Solar
2025-04-25T16:00,39.8,98,9.7,109,374.0,Bagalkot Solar
2025-04-25T17:00,39.2,97,7.8,85,224.0,Bagalkot Solar
2025-04-25T18:00,37.2,9,7.6,52,73.0,Bagalkot Solar
2025-04-25T19:00,35.0,63,17.5,290,0.0,Bagalkot Solar
2025-04-25T20:00,29.8,10,12.5,295,0.0,Bagalkot Solar
2025-04-25T21:00,30.0,14,12.6,307,0.0,Bagalkot Solar
2025-04-25T22:00,29.6,1,6.6,327,0.0,Bagalkot Solar
2025-04-25T23:00,29.2,8,6.5,314,0.0,Bagalkot Solar
2025-04-26T00:00,28.6,2,6.0,275,0.0,Bagalkot Solar
2025-04-26T01:00,27.8,5,5.7,226,0.0,Bagalkot Solar
2025-04-26T02:00,27.2,0,5.5,253,0.0,Bagalkot Solar
2025-04-26T03:00,26.7,62,5.0,232,0.0,Bagalkot Solar
2025-04-26T04:00,26.4,4,5.4,249,0.0,Bagalkot Solar
2025-04-26T05:00,26.0,4,7.5,250,0.0,Bagalkot Solar
2025-04-26T06:00,26.5,96,5.7,261,6.0,Bagalkot Solar
2025-04-26T07:00,28.1,81,3.7,259,102.0,Bagalkot Solar
2025-04-26T08:00,31.0,97,2.0,275,326.0,Bagalkot Solar
2025-04-26T09:00,33.3,95,2.4,107,529.0,Bagalkot Solar
2025-04-26T10:00,35.9,45,4.0,120,754.0,Bagalkot Solar
2025-04-26T11:00,38.0,37,5.9,130,901.0,Bagalkot Solar
2025-04-26T12:00,39.3,45,7.4,131,900.0,Bagalkot Solar
2025-04-26T13:00,40.4,43,7.1,128,910.0,Bagalkot Solar
2025-04-26T14:00,40.3,31,8.4,127,742.0,Bagalkot Solar
2025-04-26T15:00,40.4,11,11.5,130,652.0,Bagalkot Solar
2025-04-26T16:00,39.7,37,11.2,142,476.0,Bagalkot Solar
2025-04-26T17:00,38.9,57,10.0,147,232.0,Bagalkot Solar
2025-04-26T18:00,37.3,84,10.6,133,69.0,Bagalkot Solar
2025-04-26T19:00,36.2,35,5.8,166,0.0,Bagalkot Solar
2025-04-26T20:00,34.5,19,1.0,158,0.0,Bagalkot Solar
2025-04-26T21:00,33.1,48,3.3,306,0.0,Bagalkot Solar
2025-04-26T22:00,32.8,53,7.4,23,0.0,Bagalkot Solar
2025-04-26T23:00,32.0,68,7.0,312,0.0,Bagalkot Solar
2025-04-24T00:00,31.6,10,13.7,252,0.0,Vijayapura Wind
2025-04-24T01:00,30.9,0,9.1,248,0.0,Vijayapura Wind
2025-04-24T02:00,30.3,0,8.3,254,0.0,Vijayapura Wind
2025-04-24T03:00,29.8,0,9.9,255,0.0,Vijayapura Wind
2025-04-24T04:00,29.2,0,9.1,277,0.0,Vijayapura Wind
2025-04-24T05:00,28.8,0,9.6,276,0.0,Vijayapura Wind
2025-04-24T06:00,29.6,0,8.1,267,6.0,Vijayapura Wind
2025-04-24T07:00,31.1,0,8.0,262,121.0,Vijayapura Wind
2025-04-24T08:00,33.3,0,7.8,275,332.0,Vijayapura Wind
2025-04-24T09:00,35.5,0,5.4,274,553.0,Vijayapura Wind
2025-04-24T10:00,37.8,6,4.2,234,741.0,Vijayapura Wind
2025-04-24T11:00,39.5,21,5.0,226,877.0,Vijayapura Wind
2025-04-24T12:00,40.5,13,3.1,220,859.0,Vijayapura Wind
2025-04-24T13:00,41.3,24,2.6,168,878.0,Vijayapura Wind
2025-04-24T14:00,41.5,45,2.3,184,825.0,Vijayapura Wind
2025-04-24T15:00,41.5,100,2.1,165,675.0,Vijayapura Wind
2025-04-24T16:00,40.3,81,7.6,195,387.0,Vijayapura Wind
2025-04-24T17:00,35.5,38,30.2,57,187.0,Vijayapura Wind
2025-04-24T18:00,37.0,100,16.2,124,53.0,Vijayapura Wind
2025-04-24T19:00,32.3,66,26.2,172,1.0,Vijayapura Wind
2025-04-24T20:00,32.5,94,22.4,169,0.0,Vijayapura Wind
2025-04-24T21:00,33.0,24,17.7,193,0.0,Vijayapura Wind
2025-04-24T22:00,32.4,100,8.4,199,0.0,Vijayapura Wind
2025-04-24T23:00,31.9,100,9.5,231,0.0,Vijayapura Wind
2025-04-25T00:00,32.0,100,11.2,269,0.0,Vijayapura Wind
2025-04-25T01:00,31.7,5,11.6,274,0.0,Vijayapura Wind
2025-04-25T02:00,30.6,12,9.7,274,0.0,Vijayapura Wind
2025-04-25T03:00,30.2,6,10.4,290,0.0,Vijayapura Wind
2025-04-25T04:00,29.9,10,9.5,297,0.0,Vijayapura Wind
2025-04-25T05:00,29.6,0,9.6,310,0.0,Vijayapura Wind
2025-04-25T06:00,30.5,6,11.6,319,7.0,Vijayapura Wind
2025-04-25T07:00,31.8,10,11.5,321,122.0,Vijayapura Wind
2025-04-25T08:00,34.1,14,9.4,317,338.0,Vijayapura Wind
2025-04-25T09:00,36.2,1,5.0,311,547.0,Vijayapura Wind
2025-04-25T10:00,38.2,4,3.5,258,741.0,Vijayapura Wind
2025-04-25T11:00,39.5,15,4.0,238,818.0,Vijayapura Wind
2025-04-25T12:00,40.5,7,3.8,221,874.0,Vijayapura Wind
2025-04-25T13:00,41.4,5,4.2,187,895.0,Vijayapura Wind
2025-04-25T14:00,41.5,35,5.2,112,808.0,Vijayapura Wind
2025-04-25T15:00,42.2,50,9.5,37,534.0,Vijayapura Wind
2025-04-25T16:00,37.7,81,13.4,14,368.0,Vijayapura Wind
2025-04-25T17:00,33.0,55,22.7,162,182.0,Vijayapura Wind
2025-04-25T18:00,33.5,55,13.7,113,64.0,Vijayapura Wind
2025-04-25T19:00,29.2,80,25.7,134,1.0,Vijayapura Wind
2025-04-25T20:00,29.2,17,8.8,163,0.0,Vijayapura Wind
2025-04-25T21:00,29.0,92,11.2,143,0.0,Vijayapura Wind
2025-04-25T22:00,29.5,100,5.2,149,0.0,Vijayapura Wind
2025-04-25T23:00,29.5,100,3.3,221,0.0,Vijayapura Wind
2025-04-26T00:00,29.8,100,5.9,317,0.0,Vijayapura Wind
2025-04-26T01:00,30.0,100,6.7,268,0.0,Vijayapura Wind
2025-04-26T02:00,30.0,100,9.8,276,0.0,Vijayapura Wind
2025-04-26T03:00,29.8,93,8.7,274,0.0,Vijayapura Wind
2025-04-26T04:00,29.5,100,10.3,295,0.0,Vijayapura Wind
2025-04-26T05:00,29.3,79,6.2,306,0.0,Vijayapura Wind
2025-04-26T06:00,29.4,100,4.9,327,5.0,Vijayapura Wind
2025-04-26T07:00,30.0,100,2.8,325,53.0,Vijayapura Wind
2025-04-26T08:00,32.2,50,3.9,298,246.0,Vijayapura Wind
2025-04-26T09:00,34.8,22,3.5,215,485.0,Vijayapura Wind
2025-04-26T10:00,37.0,18,6.9,185,725.0,Vijayapura Wind
2025-04-26T11:00,38.2,34,7.1,186,809.0,Vijayapura Wind
